;subjective_gain_numeric_fuel;subjective_gain_numeric_chauffage;subjective_gain_numeric_taxe_carbone
8365;-2.1283332003740725;2.3057892628461105;-3.942070311165935
8366;9.969127439721925;6.129276451749926;1.4504396413104568
8367;6.108782216077657;8.382424201717697;-27.183606023509583
8368;-2.1074539247698945;7.098220201993854;4.237258047223293
8369;9.969127439721925;6.3080380569471926;-15.993789323543135
8370;1.1727481250962533;8.50117355129322;-20.38832257676171
8371;-1.2829115013025028;5.407036008320903;16.734424748101446
8372;-4.615862172406378;3.7390522341209667;-4.936627262647278
8373;-2.5577581656636235;4.706313194751825;7.154398465328516
8374;5.562413114723529;3.2645942833348074;-18.39804065448296
8375;-6.382344197935481;4.986984556880225;-11.78153613306207
8376;6.754348047852886;4.604084244487353;-18.670993993108596
8377;-2.7312705348327655;8.09305142385977;19.98655881820567
8378;-2.7574131929122814;0.07270040970189214;-9.265331739950772
8379;3.896903911227855;4.862211186280395;13.317143888972309
8380;5.90539783895277;0.07270040970189214;6.79946743428012
8381;-0.7465332107136209;5.874835601423456;4.555867475628999
8382;-10.984316682267945;0.5383574629767142;-24.038995953266294
8383;1.9113749495190426;2.3057892628461105;1.2160608241053221
8384;-14.605371792144751;4.84832482740014;-4.690961164016073
8385;-2.91073713188689;7.6108536968152976;-5.983544790743599
8386;-0.43524636064951966;6.540025582182011;13.94570365042882
8387;-14.510091074451669;0.07270040970189214;0.236618299451049
8388;-10.537611405899431;8.19942705057844;-6.622033797855664
8389;-7.6372551405334885;1.4527652874186667;-6.270843567494353
8390;4.6583106923847275;6.688659703354555;-13.941634258189879
8391;-1.7865959918073577;0.6791726790000515;7.285201599708076
8392;-11.238876619052576;0.07270040970189214;17.03186706962002
8393;1.5445053645872424;8.19942705057844;3.9658304332518433
8394;-6.382344197935481;8.19942705057844;-0.528720711244609
8395;-1.207194190431477;4.862211186280395;-9.017551039095983
8396;4.5335352838184235;7.347645505988437;19.98655881820567
8397;-9.145204160294096;6.083138175438951;-3.696907327575142
8398;1.9113749495190426;2.824736757248502;-12.776660688108336
8399;5.555467133628554;6.580555410416048;6.950165077279606
8400;4.458457942862749;1.6315321785474506;-0.4216256906936337
8401;-9.853530469004;9.664943822619003;-10.043169343440226
8402;-3.63360851310201;3.3672436709924227;-29.947215421196802
8403;-1.533534526285924;9.664943822619003;-13.104818932819763
8404;2.453145498852791;5.472552818712481;-10.879272383762137
8405;-4.340036460726878;9.964739389012891;16.125440540243726
8406;-3.6936069730112044;2.265836432641038;19.98655881820567
8407;9.969127439721925;1.9723776390110288;10.028951705101441
8408;-7.738495486992292;0.07270040970189214;-10.931666297620268
8409;9.969127439721925;0.07270040970189214;-5.2328666876578955
8410;-2.8804675827111623;1.1409978764632644;19.98655881820567
8411;0.8071165519210505;7.434098068680214;-6.560828146978338
8412;2.073032784108008;2.8476350914156683;0.11014931463495696
8413;-1.6739069576282244;6.942336496516134;-7.995930565959625
8414;4.3180303142669345;8.033523544905677;19.98655881820567
8415;-14.985168825403434;6.025353981431408;0.8469004179734535
8416;-6.699458881799956;9.964739389012891;-8.441638990418921
8417;-8.132835610174805;8.138796260493564;-27.319605433990432
8418;-13.808238555901209;0.07270040970189214;-13.647150551668592
8419;9.969127439721925;3.8429821047435175;-6.6454384241833395
8420;-2.2038175599661067;9.964739389012891;14.191157165967466
8421;-0.7583823816395984;2.7576220853695;-29.763622792027945
8422;9.969127439721925;5.798966293571402;-19.050347466409978
8423;-5.771840835343807;4.674720083464574;-5.2977191038703495
8424;-4.237646177443215;3.352969680687079;-10.478657750494994
8425;-12.826176748388207;5.310070049057296;-14.588601549842622
8426;1.3486540914947973;6.406761255439114;-3.868475910691435
8427;-14.985168825403434;1.3627064370603346;5.806917419871687
8428;9.969127439721925;4.84832482740014;0.4438116064176256
8429;-10.059226980146013;5.220349154680023;-9.231873909823044
8430;-4.7775645199481005;0.36140544192858215;-1.532700628060411
8431;1.4989821590811971;0.07270040970189214;-4.296274925621132
8432;-6.021340567980763;4.466509526350213;-7.344402028523689
8433;3.6730762954392135;4.380977063716412;4.49871177644286
8434;-4.387186235395717;3.1640389904618536;11.00878360971783
8435;9.969127439721925;1.9540612513663405;-23.757156809236523
8436;-13.700293989642429;0.6277426643654376;5.371241801404267
8437;5.248368625982455;4.380977063716412;-24.6024061730634
8438;3.1625589739711963;6.801214376459905;1.0144672198352964
8439;3.022356855878949;6.129276451749926;5.371241801404267
8440;4.002570786713932;4.271467527785987;-2.408619640097337
8441;-12.491324147327077;9.964739389012891;-13.54252107236511
8442;-13.172931134997599;6.3080380569471926;-22.42687445908257
8443;9.969127439721925;9.964739389012891;3.1230967929083513
8444;-4.105371864212202;4.081133264625718;8.727479341524122
8445;3.069189821550708;2.685406343350735;12.307420405684384
8446;-7.416921771226401;3.916557067615637;2.0907035781725525
8447;-2.7312705348327655;0.07270040970189214;-7.208489150531932
8448;1.3705042572942423;3.3298418520721498;-5.199744665890724
8449;-2.166586090009029;4.778276937305691;13.122878329509831
8450;5.418110382722413;8.19942705057844;10.57456725761458
8451;-7.282835049518676;4.84832482740014;-9.06975402312734
8452;-8.323532527386078;0.07270040970189214;-1.5084350264560271
8453;-2.6366924972316714;5.640486366687203;-29.947215421196802
8454;-14.985168825403434;0.3446233204483128;2.5600956193720017
8455;-0.40733483136978066;1.7501063305757043;2.6136655311114265
8456;-4.340036460726878;4.155555502088883;-29.947215421196802
8457;0.02077213777383804;3.7390522341209667;-13.408703433102062
8458;0.8647677342011256;3.0147416088287478;19.98655881820567
8459;5.935832124410686;7.914141535312687;-19.07188332494468
8460;-14.985168825403434;9.964739389012891;6.2217503347930965
8461;5.5835572158700115;8.50117355129322;-27.817089886656504
8462;3.321561316381226;7.098220201993854;19.98655881820567
8463;9.969127439721925;5.467404028087799;-8.615100840460363
8464;5.935832124410686;0.4135479845379753;1.6498195634021613
8465;4.937070105231876;5.472552818712481;-0.9326810917182229
8466;4.458457942862749;3.6938271129678957;-0.2695491246797701
8467;6.813920583407042;9.964739389012891;-4.480757151293801
8468;5.2676214246654585;3.205305172856618;5.062106718707639
8469;5.336761048951909;6.540025582182011;6.889516952543659
8470;5.511058616906474;0.07270040970189214;-4.846620972190067
8471;0.9451396913779859;6.233198922068368;-13.62319572734153
8472;7.587426410776061;5.12345602264683;-17.5847304992958
8473;1.5346107060161103;7.098220201993854;13.53250492036191
8474;5.660645167989173;5.467404028087799;-0.630492441497327
8475;5.757373752355913;8.460714099106347;7.0570553478514
8476;4.115567881954803;3.916557067615637;-13.408703433102062
8477;8.872192093802578;1.9540612513663405;-5.6977085639516645
8478;1.8694748892421558;6.406761255439114;8.617662916327694
8479;9.969127439721925;0.07270040970189214;-17.801574119005522
8480;6.868793879072963;3.3672436709924227;-19.050347466409978
8481;7.027471801489753;6.025353981431408;9.477972224171461
8482;3.7844304623942664;5.009803690836937;2.3842921630371383
8483;6.169581579727795;2.7576220853695;1.2407174958326987
8484;4.804875009134396;2.617319860777286;-3.2478931553114307
8485;3.0855478634400697;4.986666602506659;-11.78153613306207
8486;6.895674093906581;0.6791726790000515;-16.98793567587675
8487;0.34269007400041573;2.3057892628461105;16.901906246942065
8488;4.192476608289553;0.07270040970189214;1.1211202669339098
8489;4.682295963261519;6.63057019560631;1.1211202669339098
8490;2.7548072215794104;4.683630217450343;-19.871282212995993
8491;5.46134928618269;0.7782671182600001;-4.74182275094654
8492;0.2543867539407074;5.6917374843962305;-11.203363488703417
8493;5.336761048951909;3.516029804606988;-17.22948250798102
8494;5.660645167989173;8.83125327972607;-7.3910082264831845
8495;4.044573381605612;7.80375076322332;5.943810812475931
8496;2.4983035984686617;4.081133264625718;7.760829818823216
8497;1.122728787686441;4.986666602506659;-29.133138761479813
8498;6.533208034714562;1.6315321785474506;-28.35323695246788
8499;9.969127439721925;3.205305172856618;-11.310287920992742
8500;6.44806090188101;8.054119852182502;7.285201599708076
8501;3.597388555575435;4.604084244487353;-5.6977085639516645
8502;1.8475906304058212;6.540025582182011;3.000234345646428
8503;9.969127439721925;1.6315321785474506;-11.310287920992742
8504;2.5333408634580636;0.50303002648036;-13.54252107236511
8505;4.797811460296594;3.8179494249850094;4.819537822647732
8506;2.4112530040333695;6.540025582182011;8.162689144585405
8507;6.576296708282825;8.727330809407553;-14.38774031484459
8508;1.0541942711523689;5.12345602264683;-29.947215421196802
8509;2.902550042996469;4.155555502088883;-20.171887865633988
8510;3.4242067130603573;0.07270040970189214;4.4851934787050896
8511;3.022356855878949;5.409576215807974;0.7002205529408911
8512;0.8071165519210505;5.921431511112966;4.49871177644286
8513;0.5942411683880284;7.6108536968152976;-16.744826835011253
8514;1.076782952038987;5.220349154680023;-3.4971386998587377
8515;7.164444314463178;4.081133264625718;-13.851363506109521
8516;4.5738607331478915;3.516029804606988;1.7594562745409046
8517;2.139687332636166;1.9034542083053592;3.117117545336192
8518;8.487664388828636;9.964739389012891;-5.2977191038703495
8519;9.091018759648685;3.7390522341209667;14.921693015714693
8520;4.855672633713696;3.516029804606988;8.46787582102877
8521;5.78716327309553;1.6315321785474506;5.267511978671185
8522;5.648832464853404;2.617319860777286;19.67629099665089
8523;5.511058616906474;5.009803690836937;-8.923843663342168
8524;9.812514717989643;8.382424201717697;-24.6024061730634
8525;7.34303560747306;0.4135479845379753;-9.802936034796403
8526;4.804875009134396;6.025353981431408;17.495094922977387
8527;5.336761048951909;4.74920628810158;6.083861960215775
8528;8.456232319190917;5.220349154680023;18.593153199309086
8529;6.458319888263607;2.685406343350735;-0.8256951156328709
8530;3.1786502689656118;3.1640389904618536;-12.452293373475337
8531;5.935832124410686;5.12345602264683;-20.171887865633988
8532;7.292926671430981;6.040589889136878;2.362755105559927
8533;0.02077213777383804;1.7501063305757043;2.137509704491224
8534;1.94077663768212;2.3891384686528454;-5.0617509257384175
8535;7.089267636113675;2.671034992890257;6.129177998624814
8536;6.594137051182088;2.3891384686528454;1.6423024305474503
8537;3.1786502689656118;2.017011938097369;-29.947215421196802
8538;5.589972830861673;2.064718363692615;-9.9042699184425
8539;4.391046998525023;4.207248075118116;6.072814965451556
8540;6.43048480144491;6.63057019560631;19.258314306852043
8541;1.5445053645872424;9.964739389012891;-29.947215421196802
8542;1.6257649983011107;5.71394478664931;19.98655881820567
8543;9.60933336572854;6.3080380569471926;-3.5763682062258795
8544;7.5178712040681495;4.778276937305691;10.246988061211823
8545;1.8694748892421558;2.388067520284873;-14.242105840560876
8546;5.0651136889786565;2.617319860777286;-0.054727412457708624
8547;2.5234427067421166;1.7501063305757043;4.1020685338826866
8548;1.4021061669316168;0.07270040970189214;-2.1307502598315864
8549;0.02077213777383804;6.406761255439114;-12.452293373475337
8550;6.368351380216382;5.12345602264683;-21.086558876813342
8551;3.5422463135430506;5.297896689202086;-5.841099209484166
8552;5.848221147995446;6.801214376459905;2.6588139407786002
8553;0.02077213777383804;7.72499982961884;-17.897917843795565
8554;3.9017208162815677;2.3891384686528454;-21.24755969650756
8555;7.6296821020794905;2.824736757248502;-13.929855999710162
8556;5.3388175849770505;5.921431511112966;-21.83123814454376
8557;6.44806090188101;6.540025582182011;13.629954405264902
8558;5.0651136889786565;9.964739389012891;-29.947215421196802
8559;2.1691457763538438;9.964739389012891;5.971857632590172
8560;4.5738607331478915;7.098220201993854;17.77280303740895
8561;6.668600530203889;5.310070049057296;7.6533526036282975
8562;9.969127439721925;0.8369902191539167;-18.94061378878314
8563;0.047711956983448545;5.009803690836937;-18.69334493086143
8564;3.069189821550708;9.964739389012891;-6.731928906203592
8565;5.935832124410686;5.12345602264683;-26.844902343776198
8566;9.969127439721925;4.081133264625718;2.255470370805498
8567;0.02077213777383804;2.856076852891331;-21.982656507106526
8568;4.114063817920093;8.904924416298021;-14.036266230215801
8569;0.02077213777383804;6.195081723900178;6.688510630427075
8570;2.6231259771960445;5.226871946017171;-1.4140034747149295
8571;5.7206244766559395;2.1187288162728692;-12.54061107325549
8572;4.458457942862749;1.2584567865017562;-14.533755639137098
8573;2.6952250399252926;5.640486366687203;0.045907935935275646
8574;4.192476608289553;9.350865631318433;-0.4664647161815765
8575;7.449869186357091;5.695270182831337;-2.1693483114631817
8576;7.646898573617428;5.12345602264683;-20.171887865633988
8577;5.418110382722413;2.265836432641038;-25.299321558006
8578;3.7844304623942664;0.21957146487317736;-9.517885665393162
8579;8.872192093802578;1.4951939943620345;-18.312113045781246
8580;9.149091524706668;9.964739389012891;-4.9425324627679315
8581;5.178979918355594;6.540025582182011;-24.911587793514276
8582;6.498126353676364;1.6315321785474506;-1.532700628060411
8583;2.2942737217914555;1.2958324736895974;14.151654217065754
8584;9.44711473695719;4.604084244487353;-15.636705880928957
8585;2.9187644011803116;9.44345175258837;-10.062226914844132
8586;4.6583106923847275;5.874835601423456;-27.458761090002636
8587;9.371864991068179;3.6243539334821264;10.566948555608823
8588;5.178979918355594;3.2278682043382547;-10.478657750494994
8589;9.761147602317578;4.646311292925134;-13.672863216405554
8590;4.937070105231876;5.220349154680023;-25.43219040435982
8591;5.589972830861673;7.248707866964253;3.9042334647459334
8592;6.368351380216382;2.856076852891331;-13.194854022764654
8593;9.969127439721925;17.914522683866608;17.17028704658844
8594;4.458457942862749;16.34650525128719;-5.546295623750363
8595;6.1344647613268535;10.0055103961991;0.36807287509412845
8596;9.969127439721925;14.453448132448662;-21.485007707846712
8597;8.948552890904011;14.124145376365997;18.007871464685365
8598;2.3653635518942226;11.930610631620311;8.617662916327694
8599;1.7617604783945353;14.075502852790919;0.045907935935275646
8600;9.566252272786604;18.183320454782454;7.5026478672530175
8601;9.101664540304508;11.751060076973213;6.2217503347930965
8602;5.648832464853404;12.835054601476637;14.572028702575494
8603;0.9347374446210779;17.722437830408335;19.538726489170568
8604;3.6695499340548405;14.453448132448662;13.94570365042882
8605;4.236875089134363;14.699668521049261;5.806917419871687
8606;9.524779835508525;13.424651906332684;8.73566531739057
8607;4.6583106923847275;16.869644253363447;19.98655881820567
8608;3.1444292132461746;16.9382658124786;8.46787582102877
8609;9.969127439721925;17.33129688724629;5.728574355290675
8610;4.002570786713932;13.285681706575879;0.045907935935275646
8611;5.555467133628554;19.635595694988236;3.2369592732041688
8612;9.139028663954658;10.79128418125207;10.781802692437546
8613;9.395980535449212;15.413900800907964;11.085682113757457
8614;7.585586842440421;14.37392322247024;4.78478463881341
8615;9.379218084282002;10.0055103961991;6.351267453391529
8616;5.46134928618269;15.483417830756801;4.261583998505921
8617;2.63057505707135;17.557424680326385;14.851927230100403
8618;3.8476619364735143;17.66501037251329;12.710603615189655
8619;2.7257172209475455;17.14584347854256;17.276028040338684
8620;4.6583106923847275;16.9382658124786;13.904121531071098
8621;6.312374423827805;18.82469173920437;8.039032013446995
8622;5.660645167989173;12.729145427792616;12.01023090742625
8623;7.894757957183311;16.241014942258914;0.045907935935275646
8624;6.109810226292368;12.639046250710498;17.285278646862633
8625;7.361357713592224;18.242049441970284;9.207248075118116
8626;6.44806090188101;17.66501037251329;1.3913923849008825
8627;9.969127439721925;18.011416140140188;9.084783438276986
8628;6.259625556031536;18.740403712644365;7.9056271004555025
8629;6.603255771100402;15.230066920856359;15.225899126469182
8630;5.336761048951909;12.483200431386834;18.36472422046654
8631;5.589972830861673;12.260687399931536;3.077710748405252
8632;3.836109031157472;15.935133294953706;2.504261609176789
8633;3.1625589739711963;19.016177894588054;18.96643835655999
8634;4.5335352838184235;17.765420166959014;11.260234231373184
8635;1.614233103842101;20.0;12.175224037651418
8636;4.5738607331478915;20.0;19.10120612900195
8637;5.02982748979648;14.285800882774234;9.842021101468541
8638;1.6724530808291624;14.285800882774234;2.530196567216914
8639;9.969127439721925;14.453448132448662;12.537300777082123
8640;4.297011764043572;11.689654837591945;12.742789028313837
8641;9.969127439721925;17.914522683866608;17.869646849703532
8642;7.6296821020794905;16.129032258064516;10.188738294765775
8643;9.969127439721925;12.729145427792616;2.059746239534737
8644;7.697190203639366;18.165948860318053;13.001307683957293
8645;6.868793879072963;11.930610631620311;19.98655881820567
8646;3.8476619364735143;19.361575642386754;16.300287341867563
8647;4.037728314068608;13.98969524160046;15.350073612362792
8648;5.511058616906474;14.962671628211789;18.040261974468788
8649;6.835410120794829;12.639046250710498;13.558280251197326
8650;3.213941758509312;15.180296382444322;12.787648218769391
8651;5.233680857531024;12.172226138856265;9.863934235364619
8652;1.6257649983011107;10.0055103961991;17.51539457501599
8653;9.969127439721925;15.048278080900786;6.534224375431525
8654;2.5863755160630064;14.37392322247024;14.14326135377438
8655;3.7844304623942664;15.483417830756801;6.688510630427075
8656;5.02982748979648;11.35621483389908;7.0570553478514
8657;4.037728314068608;15.413900800907964;17.887813590625797
8658;2.7548072215794104;16.209738311911753;19.863543788503495
8659;3.4364715640630616;14.538896351559487;4.1026799624359
8660;2.4112530040333695;15.3183137689024;12.336595962606793
8661;6.603255771100402;19.385195135412648;10.403253326299668
8662;8.487664388828636;12.499063671713252;8.536951375955198
8663;2.4112530040333695;14.892394375423066;0.7997456770494517
8664;2.3490139711927136;10.0055103961991;13.256984649257788
8665;4.403459920865809;10.05430104394427;16.41125048004751
8666;3.5117219724461393;18.043122208199446;13.647103232953668
8667;4.95822397029255;18.679431723160494;2.137509704491224
8668;5.738715661041094;16.460009739400856;5.003561458506465
8669;5.02982748979648;16.596353231288035;14.604846642780178
8670;5.562413114723529;18.740403712644365;12.27266120170227
8671;3.5117219724461393;14.473364438678388;14.151654217065754
8672;5.714863049836277;17.914522683866608;13.777547948943663
8673;5.127661416356735;14.075502852790919;5.062106718707639
8674;6.576296708282825;16.596353231288035;9.959834137059147
8675;2.1102611883593454;17.48007090068977;0.045907935935275646
8676;3.493733019288546;16.625427453155226;11.425467373753042
8677;2.073032784108008;18.52985881215261;5.382984249070205
8678;0.02077213777383804;14.547037830587279;5.003561458506465
8679;0.7274793415241826;14.699668521049261;17.661196782171697
8680;6.729763561645996;19.84343488554479;8.287070413265761
8681;3.5117219724461393;15.693494862628885;15.19670727527877
8682;6.668600530203889;13.011813929763719;8.727479341524122
8683;4.753506930806497;16.105816581623685;8.64855712753471
8684;6.368351380216382;16.53780007471058;14.985054629726733
8685;7.5178712040681495;17.33129688724629;5.497292924596559
8686;4.681380840005886;10.0055103961991;10.354648049158167
8687;1.122728787686441;16.105816581623685;17.37642093015802
8688;2.39825903705029;15.95481568516024;3.1230967929083513
8689;4.70772684684919;11.948919988976058;12.21147487943631
8690;5.72567546159289;16.460009739400856;9.118330815051252
8691;4.192476608289553;17.041116594398773;6.161328223917205
8692;0.7566717674259849;14.962671628211789;4.819537822647732
8693;0.19983981558334563;10.996661110791466;9.70860063154089
8694;2.453145498852791;11.689654837591945;13.94570365042882
8695;2.453145498852791;15.3183137689024;15.127218072719643
8696;3.597388555575435;14.962671628211789;12.657773372561087
8697;3.7451046720047088;20.0;17.03186706962002
8698;6.576296708282825;16.677924532513657;16.10249405655054
8699;4.391046998525023;14.37392322247024;7.9056271004555025
8700;3.836109031157472;16.596353231288035;13.138449570979674
8701;5.46134928618269;16.9382658124786;4.050404969912923
8702;3.213941758509312;14.962671628211789;14.216624513890261
8703;3.6695499340548405;12.915369836742116;9.207248075118116
8704;0.2543867539407074;17.66501037251329;10.188738294765775
8705;6.533208034714562;14.962671628211789;17.07977793492296
8706;1.5072392756796034;16.001894111305244;2.6136655311114265
8707;3.7451046720047088;16.53780007471058;14.333593381039123
8708;7.288763174711676;12.260687399931536;0.045907935935275646
8709;0.02077213777383804;17.33129688724629;13.477307348347296
8710;2.964387136388902;17.041116594398773;19.98655881820567
8711;3.935762192648954;13.19599333294976;11.485201050053481
8712;8.039728649325298;11.307074699663872;6.030629728975555
8713;3.1413426706879988;14.547037830587279;10.528229811506776
8714;1.7602108420667264;14.699668521049261;15.473183317302244
8715;4.30403674578082;16.9382658124786;3.4174920887625526
8716;2.7486498460917748;11.078195620896413;4.30076566026861
8717;5.78716327309553;15.95481568516024;6.150403973533874
8718;5.848221147995446;13.489444356260549;9.70860063154089
8719;6.368351380216382;10.0055103961991;8.617662916327694
8720;3.860558700154494;14.538896351559487;0.236618299451049
8721;0.02077213777383804;12.835054601476637;8.287070413265761
8722;3.4364715640630616;19.174412676674763;10.77565904466428
8723;2.2299374411055495;14.962671628211789;11.655603687878981
8724;1.614233103842101;17.041116594398773;3.3965692503495575
8725;9.969127439721925;16.209738311911753;19.840616569094024
8726;6.044713711757898;12.62603200744934;10.028951705101441
8727;4.458457942862749;12.829172717318198;15.19670727527877
8728;7.377809695101405;11.35621483389908;14.191157165967466
8729;4.391046998525023;14.395982211175461;13.723469231569027
8730;6.495176227068344;16.9382658124786;5.7102816843399555
8731;3.1444292132461746;16.87714915861106;0.7002205529408911
8732;9.956830070091417;11.751060076973213;17.03186706962002
8733;9.969127439721925;14.41508638019127;2.869557288434261
8734;3.6695499340548405;19.84343488554479;12.307420405684384
8735;1.97503427738683;10.0055103961991;9.070490502582004
8736;4.6583106923847275;17.315517285766415;7.378549609795914
8737;3.8476619364735143;13.241386290343122;9.118330815051252
8738;3.1786502689656118;19.310385793200695;6.787837068366268
8739;9.969127439721925;14.892394375423066;19.863543788503495
8740;4.037728314068608;16.365979493532386;15.9583477294957
8741;3.9519422986725203;14.874820751853008;8.373149470579937
8742;9.200525997416662;16.105816581623685;2.9741394898666442
8743;8.297605334615582;17.224011187649694;12.01023090742625
8744;1.6725869120730295;13.170544489402118;13.477307348347296
8745;3.039955614363477;13.92344914511826;14.604846642780178
8746;3.7844304623942664;16.460009739400856;9.70860063154089
8747;3.228538510348887;13.424651906332684;5.692078000352315
8748;9.969127439721925;18.011416140140188;14.227003603837678
8749;1.7943324710471469;15.883737650013007;12.27266120170227
8750;4.2876106418416;18.449400392497576;6.508241223878662
8751;5.757373752355913;18.364606218423432;1.5945373145890092
8752;2.4112530040333695;11.066120015681122;3.9658304332518433
8753;2.67592492932666;12.260687399931536;8.63106513574088
8754;6.576296708282825;18.364606218423432;19.121805828212494
8755;3.9346889657940665;17.210408895215398;9.017840651717897
8756;1.486280248848099;11.307074699663872;6.9841299421652066
8757;0.06923965528433958;11.35621483389908;19.538726489170568
8758;7.1516488745405695;15.048278080900786;9.207248075118116
8759;3.4364715640630616;20.0;4.30076566026861
8760;3.6730762954392135;14.41508638019127;18.213907508100192
8761;9.883662848039421;18.82469173920437;17.618764259502314
8762;4.2876106418416;16.001894111305244;0.045907935935275646
8763;4.822506008066739;11.307074699663872;10.566948555608823
8764;5.233680857531024;18.585222308828797;0.045907935935275646
8765;5.511058616906474;14.807323396918036;6.79946743428012
8766;3.0855478634400697;15.048278080900786;3.6886083844713844
8767;5.058608640742636;15.3428628714646;2.869557288434261
8768;9.224201183847821;12.639046250710498;10.638898486330467
8769;5.935832124410686;13.92344914511826;11.868424082840102
8770;7.5178712040681495;20.0;19.15821233534704
8771;3.3438434571470617;13.489444356260549;12.579248192947336
8772;3.5422463135430506;16.833271653761813;15.127218072719643
8773;5.738715661041094;13.011813929763719;13.366477638583092
8774;0.02077213777383804;15.413900800907964;9.584655307329248
8775;0.9033096507138424;17.722437830408335;11.085682113757457
8776;1.9575116426605947;18.08034351767469;19.98655881820567
8777;3.9519410927298395;18.011416140140188;7.6533526036282975
8778;9.566252272786604;14.473364438678388;12.179147931128
8779;3.120920560003924;15.643990644130136;9.387846263228235
8780;7.177591851715515;15.048278080900786;4.1020685338826866
8781;1.7141932574667054;20.0;7.361538868888374
8782;6.368351380216382;20.0;12.01023090742625
8783;5.935832124410686;15.274439039167191;14.457109777968961
8784;7.080073730147216;13.011813929763719;11.823777446162024
8785;3.597388555575435;13.135945222351353;12.630729829735174
8786;9.969127439721925;19.016177894588054;4.1020685338826866
8787;5.90539783895277;20.0;2.466673274572518
8788;2.2942737217914555;15.794051390759554;13.477307348347296
8789;2.0116254013823385;16.762998841155536;6.4741895873874
8790;8.375737347668746;13.135945222351353;17.994509592189207
8791;8.22079539968854;15.170516568848674;12.941560987480594
8792;3.836109031157472;15.643990644130136;14.008149269260343
8793;1.198700328529685;14.892394375423066;14.7369268070737
8794;4.70772684684919;14.027726378134844;7.760829818823216
8795;8.397435321739724;16.105816581623685;19.04078155637268
8796;9.60933336572854;13.135945222351353;4.073217447199568
8797;0.7566717674259849;15.693494862628885;10.246988061211823
8798;8.779530394229672;14.37392322247024;0.236618299451049
8799;6.422232337116935;15.3428628714646;19.161534840334532
8800;3.458451659120385;16.9382658124786;14.572028702575494
8801;6.43048480144491;20.0;16.462756039864985
8802;8.297605334615582;12.829172717318198;4.5969887552041655
8803;9.688876770290335;15.11909080787342;11.156203459517732
8804;4.5738607331478915;15.643990644130136;13.366477638583092
8805;4.6583106923847275;18.206365621098826;14.556439378445248
8806;7.66893280718989;12.260687399931536;17.03186706962002
8807;4.317652651255641;11.801661912226116;14.802181162875524
8808;6.422232337116935;14.874820751853008;13.53250492036191
8809;3.9519410927298395;18.011416140140188;14.470472959172355
8810;3.7451046720047088;17.89131493413137;7.194732561443023
8811;5.555467133628554;10.0055103961991;5.267511978671185
8812;5.46134928618269;12.483200431386834;7.237273951000953
8813;9.263166186549824;16.666666666666668;0.045907935935275646
8814;0.9451396913779859;10.0055103961991;3.1905735799365527
8815;8.387983695457933;18.242049441970284;13.138449570979674
8816;8.129680706134387;14.699668521049261;12.89761565282322
8817;7.027471801489753;19.52650163865322;10.028951705101441
8818;4.425851548500532;16.365979493532386;14.227003603837678
8819;6.98195087156374;16.607115135677816;8.584444204401128
8820;4.230174570187634;10.68045720565552;0.045907935935275646
8821;2.4983035984686617;17.442574704790072;12.059245577313353
8822;4.70772684684919;20.0;14.008149269260343
8823;3.4364715640630616;15.230066920856359;11.085682113757457
8824;0.9033096507138424;13.783382214574885;13.114450163994206
8825;5.660645167989173;19.477700245306703;14.604846642780178
8826;6.309952672158791;11.078195620896413;11.216146171359185
8827;3.7635686410173244;20.0;14.128539442860529
8828;4.555996506563436;10.706143323739468;17.539530774001452
8829;5.90539783895277;16.460009739400856;5.003561458506465
8830;0.02077213777383804;17.641415512440187;6.821768797139005
8831;2.7548072215794104;20.0;14.128539442860529
8832;3.6695499340548405;16.105816581623685;9.28664834568378
8833;4.681380840005886;20.0;11.356157921517863
8834;0.02077213777383804;18.242049441970284;11.680789335731308
8835;6.473593928587661;15.798965685912378;5.737730332108185
8836;2.073032784108008;13.92344914511826;3.1230967929083513
8837;3.266467014018114;20.0;11.868424082840102
8838;2.8515500546191106;16.762998841155536;3.1230967929083513
8839;6.153193699628082;19.724781474912675;9.070490502582004
8840;4.192476608289553;12.483200431386834;0.045907935935275646
8841;1.1593724008595625;19.595249689762923;10.248352320014874
8842;6.368351380216382;15.519403640103576;19.146036807659282
8843;4.277325081928666;15.274439039167191;13.114450163994206
8844;9.969127439721925;13.135945222351353;9.685019743940757
8845;7.96890377448911;17.66501037251329;5.692078000352315
8846;6.895674093906581;15.693494862628885;9.230975855209522
8847;6.241841120007848;13.440565951795941;7.814415278208344
8848;9.969127439721925;16.267526946101764;5.806917419871687
8849;3.474502830139045;11.930610631620311;5.943810812475931
8850;6.603255771100402;17.210408895215398;7.524761745949936
8851;3.213941758509312;15.11909080787342;11.216146171359185
8852;5.562413114723529;19.119566000768145;11.95394394436056
8853;1.7141932574667054;20.0;19.98655881820567
8854;6.668600530203889;15.483417830756801;5.062106718707639
8855;6.668600530203889;20.0;18.144882919717777
8856;3.1786502689656118;12.499063671713252;10.296245794537379
8857;0.02077213777383804;15.515928087288273;0.7002205529408911
8858;3.5117219724461393;13.011813929763719;19.98655881820567
8859;3.6730762954392135;10.0055103961991;4.49871177644286
8860;6.181768735811284;18.288187718281204;13.181335344367653
8861;4.95822397029255;19.650965304531905;10.296245794537379
8862;6.169581579727795;10.825873324919666;6.161328223917205
8863;3.293285248893767;16.625427453155226;10.140998136221205
