;subjective_gain_numeric_fuel;subjective_gain_numeric_chauffage;subjective_gain_numeric_taxe_carbone
2402;-82.63273701208058;-89.58318550608874;-148.3218276898831
2403;-79.86152068943132;-72.41027226768574;-126.91221275566856
2404;-94.55212293663271;-84.38707679077318;-159.45475359180887
2405;-79.86152068943132;-91.07925553179143;-132.32403827658095
2406;-70.2373439226883;-77.42713393206486;-186.4738822514778
2407;-77.68666662897128;-82.06920038101498;-120.21461921774312
2408;-96.63700766731431;-70.13746451309346;-155.3344474174763
2409;-81.21602952584453;-70.13746451309346;-122.72672471210603
2410;-94.47687912288853;-91.10396132599143;-150.90428326311863
2411;-70.2373439226883;-85.7119279552673;-153.95881151978628
2412;-78.29655242227;-92.66585810926193;-120.21461921774312
2413;-90.77879828824068;-89.58318550608874;-189.37666874368256
2414;-88.47052902272844;-81.19475143412092;-142.27923112326485
2415;-84.47094066389946;-78.75389244801576;-155.92973541781944
2416;-92.72025984631318;-77.12694429685644;-189.37666874368256
2417;-92.72025984631318;-97.68829965168607;-149.02619495551153
2418;-104.07113695360029;-70.58771495585249;-128.29673200170836
2419;-94.55212293663271;-83.43726996189314;-139.75380719993473
2420;-77.99044436337135;-90.85117580956921;-139.11608664144813
2421;-75.747039161144;-73.44949697087047;-150.90428326311863
2422;-88.90385270345004;-75.03407666302307;-149.16206935889417
2423;-92.72025984631318;-80.55638581736594;-139.75380719993473
2424;-103.7169495462208;-95.55818467491258;-154.17643817576095
2425;-95.53318744526769;-86.10860861412631;-156.62247227555616
2426;-73.45347339935113;-80.18775667139508;-176.7394394432688
2427;-92.12086776412646;-100.88250650017673;-153.14560459380323
2428;-93.82889004100491;-89.9988753873625;-120.21461921774312
2429;-70.2373439226883;-70.58771495585249;-134.04322168972806
2430;-91.93900797826745;-84.71432563788221;-136.01136149833133
2431;-88.24250868395272;-103.10346324084912;-130.43948432289335
2432;-72.120865754222;-90.17039746990638;-152.55122971104524
2433;-79.86152068943132;-98.10482067189908;-120.21461921774312
2434;-81.54715500110719;-96.9864052172945;-165.9719748821417
2435;-105.95586049483882;-81.19475143412092;-165.9719748821417
2436;-100.07628701909925;-84.43554980019132;-120.21461921774312
2437;-102.97406234602022;-86.94874986662171;-176.99238493800613
2438;-88.90385270345004;-103.25070430449955;-186.21478725093007
2439;-77.68666662897128;-70.13746451309346;-143.34205961954694
2440;-104.39540724950227;-99.58835829513889;-146.10430774966267
2441;-86.26149832959389;-80.55638581736594;-128.8911147190954
2442;-98.20956274811292;-91.81236821683228;-148.8080075405569
2443;-78.92348472462284;-81.33579324429843;-148.3218276898831
2444;-75.747039161144;-93.69817751319972;-145.10052775174776
2445;-91.54472381257568;-90.67023660640592;-146.60669704301472
2446;-77.18360602350958;-102.78256345568782;-138.11037167372115
2447;-82.18735308721432;-99.58835829513889;-144.13257398316287
2448;-87.67629073352684;-85.2550806582564;-152.48328800211434
2449;-79.51880546441953;-79.81362689788367;-125.23835618692101
2450;-89.42175100442364;-83.76354936916657;-153.14560459380323
2451;-70.2373439226883;-85.40379147222284;-164.60082310341937
2452;-91.01833104871093;-100.88250650017673;-145.5318623127431
2453;-77.99044436337135;-96.9864052172945;-138.97535408119916
2454;-73.68628223007484;-100.04826652729643;-125.47811257571027
2455;-83.20349976761362;-77.2828280023341;-145.10052775174776
2456;-83.95024311768657;-96.71627444960745;-144.7923136917084
2457;-70.2373439226883;-96.9864052172945;-153.14560459380323
2458;-99.28219940993804;-95.93698601299093;-164.60082310341937
2459;-80.35765977614626;-88.89002038658332;-136.69084976771103
2460;-91.93900797826745;-82.79612084274504;-144.9250942144521
2461;-83.95024311768657;-96.59761057354422;-138.97535408119916
2462;-70.2373439226883;-74.96915993050334;-132.733362774983
2463;-99.23733841065278;-91.46823410034926;-170.48266335983408
2464;-104.93331797637195;-75.1233983333744;-144.7923136917084
2465;-83.02253468646546;-81.34859333527281;-176.99238493800613
2466;-80.63723831998823;-76.82883089736993;-143.34205961954694
2467;-78.72247931302945;-89.58318550608874;-151.49850971088563
2468;-70.2373439226883;-96.9864052172945;-158.3948226203472
2469;-97.7122940753161;-108.30071543535935;-151.49850971088563
2470;-80.63723831998823;-70.13746451309346;-120.21461921774312
2471;-78.55207869891888;-74.96915993050334;-171.05591364554462
2472;-88.90385270345004;-92.66585810926193;-120.21461921774312
2473;-99.23733841065278;-98.10482067189908;-154.89416934163543
2474;-101.31916416870156;-70.89159607774809;-120.21461921774312
2475;-74.55673537655684;-70.13746451309346;-155.92973541781944
2476;-82.18735308721432;-83.95245298231211;-131.053988614446
2477;-83.95024311768657;-88.89002038658332;-150.05823561432487
2478;-92.38418321134051;-87.7640049512554;-142.79663115067956
2479;-86.26149832959389;-70.13746451309346;-147.0523875127019
2480;-81.54715500110719;-109.95196748759675;-139.75380719993473
2481;-98.20724264408722;-93.80647858205884;-148.3234345490685
2482;-86.97330388572618;-91.34986750150256;-150.4265174538598
2483;-75.50621339117015;-73.56930360846513;-156.62247227555616
2484;-73.45347339935113;-93.11654209661265;-141.11499090948018
2485;-70.2373439226883;-87.92043338129709;-158.20611443695176
2486;-95.91272860548365;-98.27857611671698;-120.91993236953562
2487;-90.50487550030311;-80.24461840641061;-180.108296105519
2488;-96.3679775262596;-89.58318550608874;-120.21461921774312
2489;-88.00547302417878;-93.80647858205884;-175.0086142202381
2490;-104.07113695360029;-91.53512544900764;-137.80448446995044
2491;-91.54472381257568;-102.78256345568782;-120.21461921774312
2492;-84.17427214521115;-99.24633059012291;-147.19241201233868
2493;-92.12086776412646;-93.80647858205884;-189.37666874368256
2494;-71.41204293736087;-103.34724711469926;-142.0513314072423
2495;-83.95024311768657;-82.27109547716464;-136.12741871467324
2496;-103.223263135095;-84.53518610499948;-143.84662977596213
2497;-88.00547302417878;-88.09934010487528;-126.91221275566856
2498;-88.42981569907958;-85.32237162333543;-160.4584597543585
2499;-86.46382928695766;-82.64617745480457;-137.39738963520722
2500;-74.82459965265662;-94.05149104684168;-139.11608664144813
2501;-78.92348472462284;-71.20336348870342;-120.21461921774312
2502;-102.1563753183982;-86.63436471941722;-152.48328800211434
2503;-86.79604911813142;-101.74241054551324;-159.00869232664112
2504;-85.59558674458685;-86.84412036286831;-120.21461921774312
2505;-105.86984663407429;-82.64617745480457;-169.0503258371275
2506;-108.17985996237212;-53.079930434518246;-121.358199650394
2507;-102.1563753183982;-53.743129013449106;-170.48266335983408
2508;-98.20956274811292;-50.269191276520054;-159.00869232664112
2509;-81.96978143112983;-51.68753940342712;-143.4428631258511
2510;-93.82889004100491;-66.52686342482843;-137.8938279940238
2511;-84.17427214521115;-49.01105997767827;-154.89416934163543
2512;-82.38056207020418;-42.99450199544126;-132.32403827658095
2513;-83.02253468646546;-42.9282103515759;-120.21461921774312
2514;-95.53318744526769;-68.22131336494749;-127.4157796591804
2515;-96.3679775262596;-44.96170521072978;-167.37153802098595
2516;-79.34214089333364;-53.336202208166696;-163.70773895059386
2517;-105.95586049483882;-42.40245058423943;-121.90914927579809
2518;-85.8298664455881;-40.00215165612509;-159.00869232664112
2519;-83.95024311768657;-44.273055049971994;-147.49907774525764
2520;-89.31355071549834;-52.94259269330041;-151.43016849682962
2521;-86.97330388572618;-56.001936431150625;-182.22802684158182
2522;-90.50487550030311;-42.62779810242978;-122.72672471210603
2523;-99.23733841065278;-57.263341638868646;-152.95860721869929
2524;-99.73230834062997;-48.41337718155197;-155.3344474174763
2525;-105.15107465563551;-60.387157613938825;-131.053988614446
2526;-75.50621339117015;-53.743129013449106;-144.90297552972083
2527;-91.93900797826745;-64.33049893156124;-122.72672471210603
2528;-94.55212293663271;-49.7118467555371;-138.97535408119916
2529;-109.26236992417216;-51.85938798291621;-124.33892696814353
2530;-81.96978143112983;-60.95565966647622;-125.76192971697532
2531;-94.55212293663271;-64.86921010955416;-148.3234345490685
2532;-109.26236992417216;-69.17102848573433;-141.26019934099287
2533;-80.35765977614626;-47.3367810469587;-150.90428326311863
2534;-90.50487550030311;-56.594874605629684;-135.38008888242456
2535;-70.77126516637736;-47.38381944727681;-132.87556523450553
2536;-77.04056326340226;-52.846941998086855;-151.49850971088563
2537;-93.82889004100491;-47.52897667530715;-164.7269386476305
2538;-101.31916416870156;-53.469639698212404;-136.96248326613627
2539;-90.77879828824068;-53.9601641067214;-159.00869232664112
2540;-88.95753180237989;-64.86921010955416;-174.39341340204797
2541;-80.63723831998823;-40.99896546090815;-138.97535408119916
2542;-83.95024311768657;-43.33721549284576;-143.34205961954694
2543;-78.29655242227;-49.7118467555371;-139.84660318044052
2544;-88.24250868395272;-53.522140107707706;-124.75491933356716
2545;-72.19329579774512;-63.05726473963159;-163.70773895059386
2546;-97.04853359652891;-63.5650841212082;-189.37666874368256
2547;-98.20956274811292;-62.329807447402196;-154.21868420189267
2548;-95.91272860548365;-50.508395868776155;-120.21461921774312
2549;-88.24250868395272;-50.31498025605924;-125.8567569908918
2550;-71.08655887681334;-56.089124483570586;-137.80448446995044
2551;-86.26149832959389;-60.900628100015034;-155.92973541781944
2552;-86.74385738303427;-60.72817962822565;-134.67947626304826
2553;-87.64605082792944;-50.566873651473394;-127.94569565637255
2554;-99.4289414031761;-52.46531381207237;-122.54389862377593
2555;-86.97330388572618;-57.71390777272969;-144.90297552972083
2556;-82.63273701208058;-53.843272215265074;-146.10430774966267
2557;-70.2373439226883;-55.59920672831481;-130.55763155428758
2558;-75.50621339117015;-40.00215165612509;-128.00313770212105
2559;-91.01833104871093;-49.49444320405458;-142.75535915923274
2560;-70.2373439226883;-40.00215165612509;-120.21461921774312
2561;-86.97330388572618;-56.919396528605525;-120.21461921774312
2562;-103.21297600046125;-51.85938798291621;-157.11817885715215
2563;-103.7169495462208;-40.94845977273883;-158.20611443695176
2564;-76.73039865407483;-52.185584721791656;-156.62247227555616
2565;-70.2373439226883;-69.97964676948716;-147.0523875127019
2566;-100.94385265033468;-59.11618569340462;-149.90721765985802
2567;-86.79604911813142;-62.60410133460446;-148.3234345490685
2568;-72.19329579774512;-59.59649692206156;-152.0659827047442
2569;-79.51880847927623;-55.88136935341464;-131.11680313216664
2570;-88.47052902272844;-66.52686342482843;-127.77387363347475
2571;-101.31916416870156;-47.8064116404959;-147.56000974111979
2572;-86.26149832959389;-66.71102545714677;-148.02510373652103
2573;-78.72247931302945;-46.31621240614201;-120.21461921774312
2574;-82.38056207020418;-65.16144198276834;-131.11680313216664
2575;-81.01170821945152;-44.79266740156436;-146.37684977527806
2576;-77.21371601741396;-57.06294880444906;-161.0277741564383
2577;-87.64605082792944;-59.782154527542694;-152.55122971104524
2578;-91.3180680987357;-67.7825692235217;-148.10254785808786
2579;-89.42175100442364;-56.594874605629684;-164.7269386476305
2580;-94.47687912288853;-68.55335159603874;-120.21461921774312
2581;-95.91272860548365;-50.437136942239256;-154.89416934163543
2582;-89.87017112405692;-60.06925573777138;-136.69084976771103
2583;-89.31355071549834;-40.379427596463586;-164.7269386476305
2584;-70.2373439226883;-42.411570158031054;-168.10731515980683
2585;-99.23733841065278;-40.00215165612509;-142.0513314072423
2586;-73.45347339935113;-69.97964676948716;-130.3244733840711
2587;-103.7169495462208;-48.87024975507984;-120.21461921774312
2588;-89.0197055567924;-49.23683969041167;-134.67947626304826
2589;-79.86152068943132;-69.97964676948716;-133.8315838088335
2590;-85.14806745036503;-43.33721549284576;-139.75380719993473
2591;-109.26236992417216;-53.9601641067214;-170.48266335983408
2592;-71.41204293736087;-48.60027059626054;-136.29433667477906
2593;-93.82889004100491;-42.272151056018515;-161.29371383830414
2594;-102.1563753183982;-61.15335924206329;-152.0659827047442
2595;-89.87017112405692;-55.34042635549162;-158.3948226203472
2596;-70.2373439226883;-50.15909655058135;-123.07049346713785
2597;-97.57307302797865;-57.38421065468412;-153.14560459380323
2598;-99.23733841065278;-40.00215165612509;-147.0523875127019
2599;-79.5253894524323;-57.71390777272969;-146.37684977527806
2600;-109.26236992417216;-60.06925573777138;-157.1002491166962
2601;-81.96978143112983;-52.94259269330041;-182.22802684158182
2602;-95.53318744526769;-66.99451454126165;-163.58208600385842
2603;-83.95024311768657;-64.67199031942111;-130.78865493352646
2604;-93.82889004100491;-58.71825622332714;-161.29371383830414
2605;-100.94385265033468;-40.00215165612509;-120.21461921774312
2606;-101.31916416870156;-63.15822933208458;-153.14560459380323
2607;-81.01170821945152;-44.70317795931783;-145.69723953114908
2608;-78.85608932620724;-49.398464157961826;-168.10731515980683
2609;-84.57044598351987;-69.97964676948716;-166.90133263018504
2610;-83.44594570193613;-58.445777953864194;-173.60736289012388
2611;-95.91272860548365;-56.32803940600237;-175.0086142202381
2612;-89.87017112405692;-47.04143354148346;-141.5846127106056
2613;-76.8520516879947;-61.36692412089277;-143.4428631258511
2614;-77.10188570686114;-60.387157613938825;-159.00869232664112
2615;-80.35765977614626;-40.00215165612509;-120.21461921774312
2616;-78.29655242227;-52.547720616359655;-145.69723953114908
2617;-87.40683638431518;-63.40920041573054;-145.10052775174776
2618;-70.2373439226883;-46.885549836005794;-137.66979334759696
2619;-94.17958893815876;-59.11618569340462;-161.29371383830414
2620;-100.07628701909925;-40.00215165612509;-162.51408762610316
2621;-83.44594570193613;-57.06294880444906;-120.21461921774312
2622;-88.47052902272844;-42.520806082629974;-159.00869232664112
2623;-73.9380525222773;-48.03260832434759;-129.07213796600973
2624;-97.04853359652891;-40.00215165612509;-159.26428125237175
2625;-90.50487550030311;-61.887354243780464;-178.89447400680194
2626;-97.04853359652891;-57.96583324441447;-154.21868420189267
2627;-77.21371601741396;-62.47806085391403;-150.71164948062358
2628;-70.2373439226883;-53.843272215265074;-164.7269386476305
2629;-70.2373439226883;-54.6797129089789;-134.5002704037405
2630;-91.54472381257568;-40.84362092976653;-144.6010997117182
2631;-81.16197691308513;-58.26503813496606;-136.01136149833133
2632;-93.82889004100491;-48.11817905145123;-123.63535385800571
2633;-88.47052902272844;-51.234782212637434;-132.2286216067918
2634;-85.14806745036503;-62.31801447738644;-128.49812039681987
2635;-73.45347339935113;-40.00215165612509;-122.72672471210603
2636;-87.67629073352684;-60.58886068905971;-134.04322168972806
2637;-91.93900797826745;-40.65020161689745;-120.21461921774312
2638;-97.04853359652891;-54.461988300344274;-158.3948226203472
2639;-73.9380525222773;-69.97964676948716;-165.9719748821417
2640;-100.07628701909925;-46.49533886801079;-168.10731515980683
2641;-79.20508660222107;-67.94485251077624;-120.21461921774312
2642;-99.49482175332237;-54.36699093837933;-149.90721765985802
2643;-70.2373439226883;-53.336202208166696;-160.4584597543585
2644;-81.96978143112983;-53.079930434518246;-142.75535915923274
2645;-74.55673537655684;-47.8064116404959;-129.5718029368846
2646;-79.80172867655996;-58.32796947534607;-141.11499090948018
2647;-86.97330388572618;-60.75098655103617;-176.75223918541457
2648;-83.44594570193613;-60.98506228369307;-154.89416934163543
2649;-89.31355071549834;-41.58168399040313;-120.21461921774312
2650;-109.26236992417216;-52.6030983848201;-152.50574144449632
2651;-78.85608932620724;-50.92346637924991;-155.92973541781944
2652;-86.26149832959389;-60.58886068905971;-177.40706982577763
2653;-82.25337693854863;-45.43672240350573;-140.4684848556476
2654;-91.54472381257568;-53.1768367655292;-152.95860721869929
2655;-109.26236992417216;-52.75194463612206;-155.92973541781944
2656;-70.2373439226883;-54.66528728121087;-160.46233047179243
2657;-109.26236992417216;-56.72825554877662;-132.2286216067918
2658;-73.45347339935113;-53.079930434518246;-121.11893390082315
2659;-81.54715500110719;-57.17385219662219;-125.64706152396184
2660;-79.51880546441953;-68.74701015373739;-166.90133263018504
2661;-89.87017112405692;-55.704511984395594;-176.43365060708993
2662;-74.74385135332113;-66.07450507865646;-122.72672471210603
2663;-88.00547302417878;-58.95933539481777;-158.3948226203472
2664;-82.80186378261305;-42.62779810242978;-165.76359962350276
2665;-85.8298664455881;-53.522140107707706;-169.35657227049103
2666;-89.51879842975397;-52.08692259176587;-120.21461921774312
2667;-87.40683638431518;-65.90332860291755;-189.37666874368256
2668;-88.24250868395272;-57.87576339912346;-152.0659827047442
2669;-91.01833104871093;-40.00215165612509;-132.2286216067918
2670;-80.35765977614626;-40.59790295469502;-137.8938279940238
2671;-109.26236992417216;-47.8578374014711;-147.40154848863062
2672;-90.50487550030311;-52.809119543702536;-142.79663115067956
2673;-75.747039161144;-41.778383988296696;-148.02510373652103
2674;-98.20724264408722;-52.69076774546405;-143.86023034338996
2675;-82.63273701208058;-44.70317795931783;-141.26019934099287
2676;-95.53318744526769;-65.16144198276834;-155.92973541781944
2677;-103.223263135095;-58.252102598130136;-145.5318623127431
2678;-92.38418321134051;-62.88129690158212;-138.97535408119916
2679;-89.87017112405692;-47.52897667530715;-134.5002704037405
2680;-109.26236992417216;-52.69076774546405;-151.43016849682962
2681;-91.93900797826745;-52.185584721791656;-161.9110832449954
2682;-99.66285972408923;-61.995823738122;-158.02715770102108
2683;-93.82889004100491;-58.95933539481777;-132.2286216067918
2684;-91.3180680987357;-56.001936431150625;-142.27923112326485
2685;-94.17958893815876;-40.00215165612509;-147.56000974111979
2686;-80.63723831998823;-59.11618569340462;-150.71164948062358
2687;-97.7122940753161;-47.8064116404959;-157.67482781763306
2688;-77.04056326340226;-49.86715930369738;-153.95881151978628
2689;-91.3180680987357;-55.418180466455624;-165.76359962350276
2690;-82.18735308721432;-47.954258227510934;-144.90297552972083
2691;-78.55207869891888;-54.014415238245874;-120.21461921774312
2692;-106.23649803741348;-53.27289128008508;-120.21461921774312
2693;-90.50487550030311;-54.271425644709325;-124.45517014448001
2694;-77.99044436337135;-59.44331102039848;-157.11817885715215
2695;-70.2373439226883;-57.38421065468412;-152.50574144449632
2696;-83.20349976761362;-45.31227975315657;-134.67947626304826
2697;-87.67629073352684;-55.24639043605676;-145.90532868077773
2698;-96.63700766731431;-59.59649692206156;-123.82946723141185
2699;-85.14806745036503;-69.97964676948716;-135.26103036637005
2700;-107.42227510739758;-63.40920041573054;-152.95860721869929
2701;-77.21371601741396;-64.33049893156124;-144.6010997117182
2702;-74.94405592527755;-50.586590502327304;-125.58838034822088
2703;-86.46382928695766;-43.63167124966807;-153.95881151978628
2704;-86.97330388572618;-52.08692259176587;-178.94936830477127
2705;-83.20349976761362;-45.60005041305112;-144.13257398316287
2706;-109.26236992417216;-44.273055049971994;-171.05591364554462
2707;-92.72025984631318;-57.29415489837144;-187.95340777457818
2708;-86.29937878060926;-44.558033081843675;-120.21461921774312
2709;-91.93900797826745;-56.919396528605525;-178.06255971573614
2710;-81.54715500110719;-63.40920041573054;-167.0808169186563
2711;-74.08660864975509;-63.15822933208458;-160.22498838834036
2712;-84.95547075495597;-55.88136935341464;-155.92973541781944
2713;-70.2373439226883;-57.01796849114453;-126.91221275566856
2714;-78.55207869891888;-61.85101092412938;-120.21461921774312
2715;-91.54472381257568;-59.53418006256318;-124.75491933356716
2716;-94.17958893815876;-40.06924675747689;-139.75380719993473
2717;-81.01170821945152;-49.86715930369738;-154.21868420189267
2718;-70.2373439226883;-59.53418006256318;-169.0503258371275
2719;-79.86152068943132;-41.541607754634846;-120.21461921774312
2720;-81.01170821945152;-57.67866960381702;-139.11608664144813
2721;-92.12086776412646;-54.6797129089789;-183.92355871995062
2722;-82.58798018921698;-51.91080264343532;-150.90428326311863
2723;-94.55212293663271;-46.771366962111216;-161.9110832449954
2724;-76.49012701231838;-44.00360997810018;-139.11608664144813
2725;-77.53621207586366;-46.25215355505952;-130.3244733840711
2726;-86.97330388572618;-57.263341638868646;-140.37877525168338
2727;-90.77879828824068;-62.26968170414625;-144.7923136917084
2728;-89.0197055567924;-51.922428108093754;-148.8080075405569
2729;-75.98937413612043;-65.94032503597282;-122.72672471210603
2730;-78.29655242227;-44.273055049971994;-160.22498838834036
2731;-96.3679775262596;-52.46531381207237;-144.6010997117182
2732;-75.747039161144;-45.24628384129301;-120.21461921774312
2733;-74.55673537655684;-40.00215165612509;-155.92973541781944
2734;-71.41204293736087;-52.75194463612206;-133.8315838088335
2735;-77.68666662897128;-49.23683969041167;-134.5002704037405
2736;-108.42982775850624;-52.94259269330041;-173.15189210353728
2737;-85.59558674458685;-49.573101036213906;-169.35657227049103
2738;-70.2373439226883;-51.735766847948256;-148.8080075405569
2739;-99.66285972408923;-64.33049893156124;-189.37666874368256
2740;-70.2373439226883;-51.79768353010091;-127.77387363347475
2741;-89.87017112405692;-57.263341638868646;-154.89416934163543
2742;-89.51879842975397;-48.49341760552295;-183.92355871995062
2743;-71.86844023317038;-46.885549836005794;-148.3218276898831
2744;-78.29655242227;-58.50652125733859;-135.38008888242456
2745;-84.95547075495597;-45.90081430207066;-139.75380719993473
2746;-96.3679775262596;-54.16973593985847;-136.01136149833133
2747;-73.45347339935113;-68.30326975773623;-140.4684848556476
2748;-93.82889004100491;-40.00215165612509;-137.8938279940238
2749;-71.99485842657214;-53.9601641067214;-124.45517014448001
2750;-87.40683638431518;-55.77089884732277;-159.75313361036
2751;-81.96978143112983;-53.62606257802614;-120.21461921774312
2752;-92.72025984631318;-57.17385219662219;-120.21461921774312
2753;-94.55212293663271;-61.914117566128425;-143.13416627081816
2754;-85.59558674458685;-47.820852068872;-189.37666874368256
2755;-81.16197691308513;-65.94032503597282;-121.90914927579809
2756;-88.24250868395272;-45.15995350728411;-120.21461921774312
2757;-97.04853359652891;-62.60410133460446;-120.21461921774312
2758;-98.20956274811292;-60.95565966647622;-159.75313361036
2759;-83.20349976761362;-41.42962014428599;-160.71270007480385
2760;-86.46382928695766;-54.6797129089789;-132.2286216067918
2761;-85.59558674458685;-55.24639043605676;-120.21461921774312
2762;-77.21371601741396;-69.97964676948716;-162.33500749932438
2763;-73.66254889015727;-60.46366974479012;-159.00869232664112
2764;-78.72247931302945;-54.6797129089789;-144.13257398316287
2765;-109.26236992417216;-53.336202208166696;-156.97804880192007
2766;-80.35765977614626;-56.919396528605525;-183.92355871995062
2767;-79.5253894524323;-61.5385959499979;-139.84660318044052
2768;-83.95024311768657;-69.97964676948716;-120.21461921774312
2769;-83.44594570193613;-48.03260832434759;-152.95860721869929
2770;-70.2373439226883;-54.6797129089789;-121.63561333056907
2771;-109.26236992417216;-69.28788838374203;-142.12825160060615
2772;-95.91272860548365;-59.53418006256318;-144.9250942144521
2773;-91.93900797826745;-47.8064116404959;-141.11499090948018
2774;-82.38056207020418;-57.17385219662219;-144.9250942144521
2775;-80.35816567990196;-40.00215165612509;-129.01713706708927
2776;-81.54715500110719;-55.23942709410289;-162.93800685104262
2777;-92.38418321134051;-46.90839118309737;-172.36571915597537
2778;-93.82889004100491;-51.85938798291621;-132.733362774983
2779;-94.47687912288853;-61.31570283923403;-165.76359962350276
2780;-70.26689719325809;-50.78263137249223;-120.21461921774312
2781;-109.07677904493842;-40.00215165612509;-132.2286216067918
2782;-99.23733841065278;-55.45317875426167;-178.06255971573614
2783;-95.91272860548365;-47.46956009661801;-164.60082310341937
2784;-77.53621207586366;-62.329807447402196;-141.5846127106056
2785;-78.29655242227;-53.336202208166696;-121.63561333056907
2786;-91.3180680987357;-46.039729645081785;-151.43016849682962
2787;-70.2373439226883;-56.72825554877662;-145.5318623127431
2788;-81.21602952584453;-57.263341638868646;-157.97687228638733
2789;-77.21371601741396;-57.06294880444906;-159.75313361036
2790;-76.1184507444447;-68.30326975773623;-150.19200874675755
2791;-78.29655242227;-43.75247902834723;-136.01136149833133
2792;-97.7122940753161;-45.675471075011274;-165.9719748821417
2793;-89.0197055567924;-68.25171592292263;-138.27354837887833
2794;-104.77138360675099;-61.15335924206329;-174.39341340204797
2795;-85.59558674458685;-58.828326109389764;-143.61045685454383
2796;-94.15465250468817;-51.44369810164244;-133.43972158678676
2797;-79.5253894524323;-51.36521522449152;-142.27923112326485
2798;-82.58798018921698;-66.38472248935525;-186.8698948964047
2799;-71.86844023317038;-40.99896546090815;-161.0277741564383
2800;-85.81853271981754;-63.05672763213488;-171.68855575582492
2801;-71.86844023317038;-51.36521522449152;-159.45475359180887
2802;-107.42227510739758;-43.50044864286788;-147.19241201233868
2803;-77.53621207586366;-43.23383034678727;-120.21461921774312
2804;-90.50487550030311;-46.29945091893255;-160.68260684645776
2805;-94.15465250468817;-59.44331102039848;-127.77387363347475
2806;-89.0197055567924;-45.01494537027327;-150.90428326311863
2807;-94.55212293663271;-56.001936431150625;-149.16206935889417
2808;-94.55212293663271;-66.85353061497949;-131.11680313216664
2809;-94.15465250468817;-52.46531381207237;-120.21461921774312
2810;-77.68666662897128;-69.97964676948716;-158.0941893853776
2811;-99.23733841065278;-43.33775281710572;-157.56858343138143
2812;-93.82889004100491;-69.97964676948716;-148.3234345490685
2813;-75.30196803780564;-67.25411914271241;-142.59058594728359
2814;-75.86088292112379;-57.96583324441447;-155.92973541781944
2815;-90.95397591825576;-47.46956009661801;-161.9110832449954
2816;-87.40683638431518;-50.02567718970695;-138.27354837887833
2817;-70.2373439226883;-66.85353061497949;-154.89416934163543
2818;-83.44594570193613;-53.743129013449106;-120.21461921774312
2819;-81.54715500110719;-52.94259269330041;-128.29673200170836
2820;-92.72025984631318;-47.8064116404959;-152.55122971104524
2821;-74.55673537655684;-54.16973593985847;-145.5318623127431
2822;-70.2373439226883;-46.039729645081785;-127.94569565637255
2823;-70.77126516637736;-57.96583324441447;-128.49812039681987
2824;-83.95024311768657;-48.686477426378445;-138.42667066343148
2825;-100.07628701909925;-63.5650841212082;-134.5002704037405
2826;-87.04793019241143;-44.81783925763997;-155.92973541781944
2827;-89.68730051440919;-50.586590502327304;-136.01136149833133
2828;-98.20956274811292;-64.86921010955416;-132.2286216067918
2829;-85.59558674458685;-51.44369810164244;-142.4426982466417
2830;-79.51880546441953;-55.08712272815285;-130.55763155428758
2831;-108.3226775720018;-56.089124483570586;-168.98819313127265
2832;-103.7169495462208;-48.444386890782766;-159.45475359180887
2833;-87.40683638431518;-62.47806085391403;-123.45004367595357
2834;-88.95753180237989;-40.00215165612509;-120.41415377953744
2835;-88.47052902272844;-53.15037645750289;-147.006127475075
2836;-85.14806745036503;-68.74701015373739;-128.24686428554128
2837;-70.2373439226883;-59.11618569340462;-189.37666874368256
2838;-78.29655242227;-55.23942709410289;-184.9641149161271
2839;-79.18914897681225;-56.594874605629684;-146.60669704301472
2840;-85.59558674458685;-43.05447340449023;-138.97535408119916
2841;-74.55673537655684;-43.700286314109995;-159.40578198108264
2842;-91.54472381257568;-52.08692259176587;-141.5846127106056
2843;-78.66615576074037;-55.23942709410289;-153.95881151978628
2844;-70.2373439226883;-53.1768367655292;-153.14560459380323
2845;-94.55212293663271;-62.05800619865169;-120.21461921774312
2846;-84.17427214521115;-54.271425644709325;-132.32403827658095
2847;-89.31355071549834;-51.44369810164244;-121.90914927579809
2848;-70.2373439226883;-57.38421065468412;-120.21461921774312
2849;-103.7169495462208;-47.8064116404959;-157.56858343138143
2850;-81.54715500110719;-69.97964676948716;-144.7923136917084
2851;-81.01170821945152;-59.11618569340462;-157.11817885715215
2852;-97.57307302797865;-62.26968170414625;-189.37666874368256
2853;-72.19329579774512;-59.44331102039848;-147.40154848863062
2854;-84.95547075495597;-52.185584721791656;-160.22498838834036
2855;-77.99044436337135;-69.95630494533793;-156.62247227555616
2856;-80.35765977614626;-51.36521522449152;-167.37153802098595
2857;-94.55212293663271;-69.17102848573433;-158.3948226203472
2858;-90.50487550030311;-41.77892316263266;-153.14560459380323
2859;-100.07628701909925;-65.21305486882638;-140.03614136385147
2860;-73.45347339935113;-42.71421799519491;-142.59058594728359
2861;-83.44594570193613;-40.00215165612509;-169.35657227049103
2862;-80.35765977614626;-63.75221873984047;-128.66988161101213
2863;-97.57307302797865;-57.548323370892454;-138.16831637510222
2864;-91.3180680987357;-46.31621240614201;-120.21461921774312
2865;-86.26149832959389;-60.387157613938825;-127.4157796591804
2866;-70.2373439226883;-50.15909655058135;-178.94936830477127
