;distrteg;v1_btravdist;v1_btravmtp;mode;poids_qind1
7573;8.7;8.0;3.30;3;943.62367121
7574;;0.0;1.10;1;1949.3735261
7575;21.4;30.0;5.57;5;792.32318175
7576;;43.0;5.57;5;647.61687383
7577;;;;;648.68462239
7578;;0.2;1.10;1;1961.2278239
7579;;;;;645.94681219
7580;;2.0;2.20;2;726.20009135
7581;;;;;727.39740281
7582;5.9;6.0;5.57;5;728.06083471
7583;;0.2;1.10;1;726.47107891
7584;7.8;10.0;3.30;3;381.42170398
7585;13.2;15.0;3.30;3;376.65189923
7586;23.5;35.0;5.57;5;381.76958441
7588;;15.0;5.57;5;376.65189923
7589;13.7;20.0;3.30;3;1478.20964
7590;;;;;1487.3639256
7591;;0.2;1.10;1;2015.069556
7592;;0.2;1.11;1;1067.7128302
7593;2.3;4.0;1.10;1;321.72770528
7594;;;;;1038.2157431
7595;;0.1;1.10;1;975.56531508
7596;;0.1;1.10;1;1036.8935992
7597;;40.0;5.57;5;645.88795811
7598;20.8;24.0;3.30;3;424.32075718
7599;2.3;5.0;3.30;3;423.62231627
7600;47.3;60.0;5.57;5;734.93133877
7601;;15.0;3.33;3;1370.992679
7602;;;;;1069.603585
7603;27.8;35.0;3.30;3;1063.0204909
7604;;0.5;1.10;1;1463.039099
7605;;5.0;3.30;3;782.89642207
7606;;30.0;5.57;5;1799.8105876
7607;;3.5;3.30;3;310.49536715
7608;;1.0;3.31;3;309.98428523
7609;;0.5;3.32;3;660.62032413
7610;;0.5;3.32;3;310.09995842
7611;;;;;846.51824109
7612;;0.2;1.10;1;841.62477851
7613;;0.3;1.11;1;841.62477851
7614;;0.3;1.11;1;844.1156265
7615;;1.0;1.10;1;1032.4931931
7616;3.6;8.0;3.32;3;686.72994868
7617;;0.3;1.10;1;731.75929056
7618;;0.4;1.10;1;684.95902301
7619;;;;;686.98620763
7620;;30.0;3.30;3;1090.7412603
7621;;;;;1092.5396035
7622;16.0;35.0;5.57;5;1253.7595097
7623;46.9;58.0;5.57;5;418.32180231
7625;;7.0;5.50;5;413.77162644
7626;45.4;45.0;5.57;5;1321.5624073
7627;;5.0;3.30;3;514.6133167
7628;;3.0;1.10;1;515.08267621
7629;;1.0;2.20;2;1073.3142154
7630;;1.5;2.20;2;1300.0357611
7631;10.3;10.0;2.24;2;437.87382966
7632;13.3;12.0;9.90;9;1437.9330426
7633;;1.0;2.20;2;1307.7310775
7634;;3.0;5.52;5;1300.0357611
7635;;2.0;3.30;3;1345.9372375
7636;;1.0;1.10;1;1266.8027477
7637;;2.0;2.20;2;282.57328082
7638;;2.0;2.20;2;566.59463734
7639;;0.5;1.10;1;1325.4679455
7640;7.3;7.0;3.30;3;388.12648823
7641;22.6;15.0;3.30;3;388.76640593
7642;;;;;1050.4162124
7643;;20.0;3.30;3;1053.7991095
7644;;1.0;1.10;1;988.6569054
7645;;1.3;1.10;1;1047.7074197
7646;10.6;15.0;3.30;3;251.93059814
7647;;5.0;3.32;3;498.38059008
7648;26.4;25.0;5.57;5;457.48737002
7649;4.1;0.5;1.10;1;876.20432253
7651;10.7;15.0;3.30;3;865.24709726
7652;22.6;25.0;5.57;5;877.00347564
7653;;40.0;5.57;5;801.63208567
7654;10.7;15.0;3.30;3;800.31258235
7655;5.4;2.5;3.32;3;807.88264779
7656;4.1;1.5;3.32;3;800.6112256
7657;;;;;495.90257165
7658;;;;;496.72018354
7659;;6.0;5.57;5;570.01837901
7660;5.4;3.0;3.30;3;759.16749111
7661;20.0;30.0;3.30;3;373.65970759
7663;10.9;10.0;3.30;3;374.27577341
7664;4.1;0.7;1.10;1;398.16082445
7665;4.1;0.7;3.30;3;430.23219716
7666;4.1;0.7;3.30;3;429.52402589
7667;4.1;0.5;1.10;1;457.68820345
7668;;0.2;1.11;1;429.68430633
7669;;2.0;3.30;3;482.7682459
7671;15.5;20.0;3.30;3;483.56420277
7672;34.0;57.0;5.58;5;712.33050038
7673;;3.0;3.31;3;822.72052455
7675;;3.0;3.31;3;823.47089709
7677;;25.0;5.57;5;474.09523345
7678;;25.0;5.57;5;473.3148627
7679;;0.1;1.10;1;467.21888312
7680;;2.0;3.30;3;978.60499231
7681;;1.0;1.10;1;987.86150531
7682;;1.0;1.10;1;978.97016684
7683;7.0;8.0;3.30;3;1051.820687
7684;;30.0;5.57;5;468.16682823
7685;26.6;42.0;5.57;5;944.22374348
7686;;0.2;1.10;1;885.85510826
7687;;0.3;1.10;1;938.76547532
7688;;4.0;3.30;3;490.41826719
7689;;;;;491.22683692
7690;6.1;8.0;3.30;3;1002.1227484
7691;;;;;513.57285441
7692;;;;;514.41959991
7693;23.1;25.0;5.57;5;843.21199302
7694;24.2;28.0;5.57;5;425.12837274
7695;31.4;38.0;3.30;3;425.82929674
7696;;0.5;1.10;1;1431.0203304
7697;;5.0;3.30;3;1411.8372633
7698;30.8;40.0;3.31;3;450.42519731
7699;8.9;12.0;4.43;4;443.89216083
7700;15.9;23.0;3.30;3;394.80436645
7701;;40.0;5.57;5;394.15451014
7702;20.8;30.0;5.57;5;779.73441416
7703;;0.0;1.10;1;922.8161456
7704;6.6;5.0;3.30;3;925.78810286
7705;;3.0;3.30;3;336.36673167
7706;6.6;5.0;3.30;3;332.70799865
7707;;18.0;5.57;5;337.22860454
7708;;13.0;3.30;3;384.11072374
7709;3.6;6.0;3.31;3;381.74663569
7710;;1.0;1.10;1;381.89029733
7711;;;;;381.89029733
7712;8.3;11.0;3.30;3;457.71517641
7713;;32.0;3.30;3;456.96176758
7714;8.9;10.0;3.32;3;472.00446499
7715;22.6;25.0;5.57;5;255.07873696
7716;31.4;30.0;3.30;3;328.51719302
7717;9.3;17.0;3.30;3;327.97644679
7718;;2.0;3.30;3;328.81682123
7719;;2.0;5.50;5;323.75232902
7720;13.6;21.0;3.31;3;272.96817897
7721;20.8;30.0;5.56;5;272.51886759
7722;;20.0;3.30;3;430.21649874
7723;10.3;13.0;3.30;3;429.50835332
7724;;65.0;5.57;5;424.83649893
7725;;;;;389.44635106
7726;32.7;50.0;3.30;3;390.08844487
7727;38.5;45.0;3.30;3;309.77520184
7728;13.8;15.0;3.30;3;309.26530533
7729;;0.5;3.32;3;936.57183173
7730;;50.0;3.30;3;626.90878447
7731;;2.0;4.42;4;1292.9601668
7732;10.0;15.0;3.30;3;267.60327337
7733;7.9;7.0;5.57;5;267.84734428
7734;;2.0;2.20;2;1103.8300357
7735;14.1;13.0;3.30;3;383.30965666
7736;;42.0;3.30;3;385.68342421
7737;17.1;25.0;3.30;3;902.53530023
7738;;;;;904.02334171
7739;;1.0;1.10;1;2548.4119907
7740;;;;;299.60589694
7741;;;;;323.90107411
7742;;10.0;3.30;3;323.36792611
7743;;;;;495.11751325
7744;;;;;494.48699246
7745;;;;;348.38100374
7746;25.9;36.0;3.30;3;348.95539167
7747;;3.5;2.20;2;742.44915817
7748;;10.0;3.30;3;340.33110017
7749;4.6;3.0;3.30;3;339.77090801
7750;;3.0;2.20;2;335.39488545
7751;4.3;6.0;3.30;3;859.01683493
7752;4.3;6.0;2.20;2;849.67312476
7753;;;;;295.43113086
7754;25.9;40.0;5.57;5;295.70058252
7755;10.8;17.0;3.30;3;924.87931405
7756;23.9;30.0;3.30;3;929.14889686
7757;;1.0;3.32;3;927.96564706
7758;;20.0;3.30;3;392.90037068
7759;10.3;15.0;3.30;3;267.52820849
7760;;1.0;3.32;3;266.83831201
7761;;1.0;3.32;3;267.62803885
7762;;15.0;3.30;3;739.10470959
7763;;20.0;3.30;3;743.68185172
7764;;0.5;3.32;3;748.30631046
7765;;0.5;3.32;3;741.57111059
7766;15.4;27.0;3.30;3;426.05683788
7767;9.8;9.0;3.30;3;425.35553934
7768;11.8;15.0;3.30;3;392.90037068
7769;22.9;30.0;3.30;3;392.25364839
7770;;;;;930.50361768
7771;;3.5;3.30;3;928.97198911
7772;;;;;409.87294634
7773;;10.0;3.30;3;409.19828683
7774;15.1;15.0;2.22;2;809.49469878
7775;;;;;834.15512335
7776;9.8;10.0;4.43;4;1644.1128178
7777;;;;;614.78583974
7778;11.8;5.0;3.30;3;613.77388929
7779;;;;;615.75056663
7780;7.9;5.0;3.30;3;1182.6546609
7781;;2.0;3.30;3;893.48292749
7782;;1.0;2.20;2;1767.5286445
7783;;1.0;1.10;1;529.45215905
7784;;1.0;2.20;2;523.69319447
7785;7.9;3.0;2.20;2;1264.8807126
7786;;4.0;3.30;3;1404.8121495
7787;;2.0;2.20;2;1386.7191064
7788;;1.0;1.10;1;869.44091331
7789;;1.0;2.20;2;926.4507353
7790;22.4;35.0;5.57;5;718.28506903
7791;12.5;10.0;3.30;3;720.12553172
7792;16.6;30.0;3.30;3;931.94350513
7793;;;;;933.48003295
7794;;25.0;3.30;3;934.33142509
7795;;;;;335.37356972
7796;;2.0;3.32;3;345.84350816
7797;;;;;502.39065863
7798;;25.0;3.30;3;392.61389196
7799;24.9;33.0;5.57;5;393.2612082
7800;;;;;920.16838425
7801;3.6;12.0;3.30;3;914.50501964
7802;;35.0;5.57;5;902.15031369
7803;24.3;35.0;5.57;5;900.66535525
7804;27.7;35.0;5.57;5;902.97313117
7805;;50.0;5.57;5;1281.2857581
7806;25.5;25.0;5.57;5;464.51535718
7807;19.3;33.0;3.30;3;465.28121988
7808;;27.0;5.57;5;742.06957298
7809;7.1;10.0;3.31;3;740.84811082
7810;5.0;5.0;3.32;3;1530.472092
7811;22.9;25.0;5.57;5;586.7743086
7812;278.9;1.0;1.10;1;580.39183872
7813;3.5;6.0;3.30;3;580.39183872
7814;19.2;18.0;3.31;3;335.51303421
7815;27.5;35.0;3.30;3;336.06620627
7816;;1.5;3.32;3;677.37322746
7817;;;;;1030.2321768
7818;;0.1;1.10;1;4178.191168
7819;;;;;828.11699471
7820;;12.0;5.57;5;786.52253387
7821;9.9;15.0;3.30;3;636.24885235
7822;;30.0;5.57;5;1884.8770491
7823;53.2;74.0;5.57;5;303.0634153
7824;;0.8;3.32;3;284.77525813
7825;;0.8;3.32;3;302.67747099
7826;;2.5;3.32;3;301.78431898
7827;;;;;301.78431898
7828;52.2;65.0;5.57;5;382.45376292
7829;10.4;20.0;3.30;3;722.07155259
7830;;1.0;1.10;1;745.84138334
7831;21.5;32.0;5.57;5;1192.3922627
7832;;2.0;3.32;3;1203.6709651
7833;;20.0;3.30;3;477.79500782
7834;4.1;7.0;3.30;3;480.75390611
7835;;;;;477.97481508
7836;4.1;10.0;3.30;3;841.10870705
7837;;;;;840.34226238
7838;;35.0;3.30;3;370.22396386
7839;25.3;40.0;5.57;5;731.18838114
7840;9.9;20.0;3.30;3;1346.1415732
7841;;25.0;3.30;3;1354.4779851
7842;;3.0;3.30;3;1110.4273293
7843;7.6;12.0;5.57;5;1108.5995425
7844;;3.0;1.10;1;1096.5410677
7845;22.6;30.0;4.43;4;1274.2868263
7846;;1.5;3.30;3;442.01930407
7847;;3.0;3.32;3;913.14022282
7848;21.2;15.0;3.30;3;466.05999378
7849;;;;;465.46647708
7850;14.6;15.0;3.32;3;325.04639799
7851;14.6;15.0;3.31;3;326.54693162
7852;14.6;15.0;3.32;3;306.84167752
7853;14.6;15.0;3.32;3;326.1310816
7854;21.5;30.0;5.57;5;534.36083596
7855;;;;;818.58877156
7856;3.5;5.0;3.30;3;817.0039208
7857;;;;;550.81072592
7858;3.5;5.0;4.43;4;1676.8381377
7859;3.5;5.0;4.43;4;552.80833088
7860;;;;;993.65605824
7861;113.3;1.0;1.10;1;5042.8768418
7862;13.9;20.0;3.31;3;1345.8787867
7863;5.6;8.0;4.43;4;1329.5334186
7864;5.6;8.0;4.43;4;1353.3800835
7865;;;;;1353.3800835
7866;11.7;12.0;3.30;3;844.90795578
7867;;;;;843.27214905
7868;14.1;25.0;3.30;3;857.59387835
7869;;;;;515.82916997
7870;;;;;514.83048506
7871;13.9;15.0;3.32;3;2542.8899749
7872;30.2;35.0;3.30;3;602.11318478
7873;3.3;6.0;3.30;3;600.94744739
7874;6.3;14.0;4.43;4;1222.3073006
7875;;;;;2458.9418845
7876;;;;;2407.6817309
7878;6.4;10.0;4.43;4;4815.3634618
7879;25.2;27.0;3.30;3;760.69949011
7880;13.9;17.0;3.30;3;759.22671744
7881;3.1;11.0;4.43;4;1543.8696166
7882;;;;;3938.2004893
7883;20.6;24.0;3.31;3;3876.6452268
7884;17.6;15.0;3.32;3;3918.4019855
7885;17.7;24.0;3.30;3;555.18270331
7886;4.3;3.0;4.43;4;552.36837943
7887;1.2;4.0;3.32;3;558.58434712
7888;;2.0;3.32;3;557.19616395
7889;;;;;558.58434712
7890;4.3;5.0;3.31;3;624.42042279
7891;4.3;5.0;3.32;3;623.21149687
7892;6.8;7.0;3.30;3;621.55133504
7893;59.7;1.0;1.10;1;633.7958217
7894;6.8;8.0;3.30;3;781.75712848
7895;11.1;13.0;3.30;3;780.24358661
7896;59.7;2.0;1.10;1;1490.5687728
7897;10.3;10.0;3.30;3;674.22102422
7898;9.5;10.0;3.30;3;672.91568051
7899;3.9;5.0;4.43;4;1320.3318491
7900;;;;;803.33969624
7901;11.0;15.0;3.30;3;690.65880223
7902;;;;;702.38861971
7903;14.8;20.0;3.30;3;702.38861971
7905;;;;;534.77951937
7906;;;;;533.74414513
7907;84.1;85.0;3.30;3;544.29231131
7908;10.2;15.0;4.43;4;532.068623
7909;10.0;13.0;3.30;3;1372.7882708
7910;10.0;13.0;3.30;3;1370.1304472
7911;10.0;10.0;3.30;3;1016.8185397
7912;10.0;10.0;3.30;3;1014.8499009
7913;10.2;12.0;4.43;4;492.85784932
7914;;;;;1223.0116292
7915;;;;;1220.6437847
7916;;;;;1241.3746127
7917;34.9;40.0;3.30;3;749.61929366
7918;12.7;15.0;3.30;3;751.07342953
7919;12.7;15.0;3.30;3;721.40480872
7920;88.7;120.0;3.30;3;732.85962591
7921;;;;;723.33167888
7922;17.8;25.0;3.31;3;1003.2432271
7923;22.3;32.0;3.30;3;1001.3008711
7924;20.2;25.0;3.30;3;1760.2274749
7925;22.3;28.0;3.31;3;1732.714588
7926;6.0;6.0;3.32;3;1747.0257965
7927;21.3;23.0;3.30;3;989.77737686
7928;21.4;25.0;3.30;3;987.86109181
7929;4.2;4.0;3.32;3;988.22402347
7930;13.5;15.0;3.30;3;1461.2363743
7931;14.3;15.0;4.43;4;2966.3523958
7932;;1.0;2.20;2;1491.128937
7933;3.5;7.0;3.30;3;1561.7278835
7934;3.5;4.0;3.30;3;1558.7042583
7935;29.6;35.0;3.30;3;725.81955091
7936;29.6;35.0;3.30;3;724.41430848
7937;;1.0;1.10;1;1431.2329484
7938;3.5;5.0;3.30;3;911.73359958
7939;3.5;6.0;3.31;3;929.75181602
7940;3.5;6.0;3.30;3;958.2607877
7941;156.0;0.05;1.10;1;972.64865335
7942;30.7;34.0;3.31;3;734.18358489
7943;135.2;150.0;3.30;3;2295.1447633
7944;17.9;20.0;3.30;3;2290.7011866
7945;10.4;12.0;3.30;3;697.9379184
7946;6.8;10.0;3.31;3;696.58665696
7947;6.8;7.0;3.32;3;1393.6851538
7948;8.7;11.0;3.30;3;1578.7287452
7949;104.0;4.0;2.24;2;1581.7912146
7950;12.4;14.0;3.31;3;1967.2273432
7951;;;;;1998.4639378
7952;10.1;13.0;3.32;3;1988.4170659
7953;32.1;33.0;3.31;3;793.81421467
7954;24.5;25.0;3.30;3;792.27732936
7955;4.8;7.0;4.43;4;1611.0772561
7956;11.6;13.0;3.30;3;539.28358637
7957;28.5;30.0;3.30;3;855.5185088
7958;12.4;15.0;3.30;3;1057.73591
7959;;0.5;1.10;1;2112.1518054
7960;;0.1;1.10;1;931.6679284
7961;;;;;933.47520813
7962;2.5;2.0;4.43;4;1840.7060994
7963;9.9;14.0;3.30;3;490.63840244
7964;139.9;5.0;5.57;5;997.942339
7965;111.2;120.0;6.63;6;904.57274016
7966;13.7;12.0;3.31;3;890.43399516
7967;1.8;5.0;4.43;4;900.02518426
7968;9.7;11.0;3.32;3;900.02518426
7970;;;;;855.5185088
7971;28.9;45.0;3.30;3;1337.7077455
7972;8.3;11.0;4.43;4;2798.6049512
7973;6.6;9.0;3.30;3;1175.7620268
7974;21.5;25.0;3.30;3;1913.3612585
7975;;;;;1943.7425412
7976;7.5;5.0;3.32;3;1933.9707699
7977;10.0;11.0;3.30;3;1145.9843897
7978;5.1;5.0;3.30;3;681.01760265
7979;34.7;40.0;3.30;3;693.13171422
7980;71.3;0.8;1.10;1;953.91840152
7982;;;;;815.97249512
7983;5.8;7.0;3.30;3;814.39270967
7984;5.8;5.0;3.30;3;1143.7168768
7985;5.7;5.0;3.32;3;1222.2746408
7986;;;;;1227.9166739
7987;5.7;5.0;3.31;3;786.51184587
7988;5.7;5.0;3.30;3;788.03754711
7989;5.7;8.0;3.30;3;1121.8501921
7990;33.0;30.0;3.30;3;1124.0263936
7991;60.5;70.0;3.30;3;1144.0208564
7993;5.7;7.0;4.43;4;3421.8838448
7994;44.8;50.0;3.30;3;464.73095967
7995;12.6;10.0;3.30;3;855.12880888
7996;4.6;5.0;3.30;3;789.23951698
7998;;;;;787.71148863
7999;8.5;12.0;3.30;3;2089.2365698
8000;5.8;6.0;3.30;3;2122.4104864
8001;6.1;5.0;3.32;3;2111.7404984
8002;11.0;12.0;3.30;3;1362.3437381
8003;;;;;1377.6166028
8004;31.4;35.0;3.31;3;2313.4311752
8005;;;;;621.09341658
8006;;;;;622.29823378
8007;6.8;7.0;3.31;3;649.69165223
8009;5.6;5.0;4.43;4;1238.2873777
8010;15.9;22.0;3.31;3;1408.5594057
8011;;;;;1411.291775
8012;5.6;4.0;3.32;3;2808.2753516
8013;;;;;3226.6124523
8014;5.6;5.0;3.31;3;3220.3654827
8015;5.6;6.0;3.32;3;3368.6471558
8016;;;;;1673.4730692
8017;12.1;10.0;3.30;3;858.76368334
8018;;60.0;3.30;3;978.35939485
8019;12.1;14.0;3.30;3;976.46521589
8020;6.7;6.0;4.43;4;1929.2125702
8021;18.2;25.0;3.30;3;941.11101801
8022;18.2;25.0;3.30;3;939.28895477
8023;6.7;6.0;4.43;4;1872.6807041
8024;164.7;190.0;3.30;3;545.29906803
8025;;;;;831.69029636
8026;;;;;886.7995988
8027;;;;;885.08268664
8028;5.2;3.0;5.53;5;882.3042475
8029;40.5;55.0;3.30;3;1007.0325218
8030;;65.0;3.30;3;2413.4305856
8031;54.3;70.0;3.30;3;1665.0173606
8032;;0.5;3.32;3;1652.5297566
8033;;;;;1652.5297566
8034;;62.0;3.30;3;667.50079057
8035;;64.0;3.30;3;667.50079057
8036;;32.0;3.30;3;740.11648794
8037;35.2;37.0;3.30;3;738.68356555
8038;18.5;25.0;3.30;3;751.22901256
8039;18.9;21.0;3.30;3;679.69910024
8040;;35.0;3.30;3;681.01760265
8041;44.0;35.0;3.30;3;693.13171422
8042;44.3;60.0;3.30;3;869.32273304
8043;44.3;60.0;3.30;3;883.12626313
8044;;5.0;3.32;3;876.50283005
8045;7.9;10.0;3.30;3;727.68431754
8046;21.8;25.0;3.30;3;608.27049658
8047;;16.0;3.31;3;609.45043946
8048;75.3;80.0;1.10;1;620.29149642
8049;12.9;15.0;3.30;3;983.41191688
8050;19.7;20.0;3.30;3;980.731911
8051;2.1;2.0;3.32;3;972.14459999
8052;18.9;25.0;3.30;3;742.41074137
8053;27.0;29.0;3.30;3;740.97337712
8054;24.9;35.0;3.31;3;699.54046266
8056;53.1;65.0;3.30;3;700.89745399
8057;;6.0;4.43;4;691.04471516
8058;2.5;5.0;3.32;3;703.43937295
8059;;;;;568.53215732
8060;0.0;0.5;3.32;3;1135.2798096
8061;34.8;37.0;3.30;3;1490.9495303
8062;;;;;1603.3976012
8063;3.9;3.0;4.43;4;1705.4549896
8064;;42.0;3.30;3;732.40409285
8065;7.4;10.0;3.30;3;585.62060994
8067;;;;;1259.4556854
8068;;0.1;1.10;1;1065.3679691
8069;;0.5;1.10;1;1063.3053349
8070;11.7;10.0;3.30;3;793.77426391
8071;11.7;10.0;3.30;3;792.23745594
8072;7.7;8.0;3.30;3;712.36241848
8073;14.0;10.0;3.32;3;697.51220702
8074;;;;;709.44140146
8075;;;;;708.06786839
8076;3.0;4.0;4.43;4;1411.6902234
8077;;60.0;3.30;3;733.3172093
8078;;20.0;3.30;3;731.89745084
8079;3.0;4.0;4.43;4;1488.2961977
8080;3.5;5.0;3.30;3;2298.2919648
8081;7.4;8.0;3.30;3;2262.3689676
8082;7.4;3.5;3.30;3;747.68096114
8083;;;;;746.23339335
8084;;;;;830.62837738
8085;7.4;7.0;3.32;3;829.02021702
8086;12.5;13.0;2.22;2;1155.9186942
8087;;10.0;2.22;2;1155.9186942
8088;;0.5;1.10;1;1197.9645707
8089;12.5;13.0;3.31;3;722.28368444
8090;;;;;720.88528773
8091;;1.0;2.20;2;1465.9032239
8092;;4.0;3.30;3;789.13014744
8094;;15.0;3.30;3;1591.164425
8095;;;;;1583.1651687
8096;;2.0;1.10;1;1579.2307169
8097;28.8;30.0;3.30;3;787.9237855
8098;;1.0;1.10;1;1573.374441
8099;12.5;14.0;3.30;3;1420.9780373
8101;;;;;1423.7344967
8102;;45.0;2.24;2;1445.111246
8103;;;;;724.41054326
8104;;;;;725.81577838
8105;;12.0;3.30;3;733.95270142
8106;13.7;15.0;3.30;3;670.82514968
8108;3.1;3.0;4.43;4;1337.4386096
8109;;;;;793.93227406
8110;4.4;5.0;4.43;4;789.94094065
8111;4.4;5.0;4.43;4;789.94094065
8112;31.9;35.0;3.30;3;1050.0790254
8113;31.9;32.0;3.30;3;1052.1160028
8114;15.4;15.0;3.31;3;1157.9742496
8115;15.4;15.0;3.30;3;1163.3194714
8116;15.4;15.0;3.32;3;1161.4937616
8117;;40.0;3.30;3;776.60072122
8118;17.1;16.0;3.30;3;775.09716255
8119;4.8;5.0;4.43;4;2297.0513924
8120;35.9;36.0;3.31;3;632.35952375
8121;35.9;40.0;3.31;3;629.45395742
8122;35.9;40.0;3.32;3;629.15397628
8123;35.9;40.0;3.32;3;636.23403542
8124;;15.0;3.30;3;1651.1906391
8125;2.3;2.5;3.32;3;1638.8067353
8126;2.3;2.5;3.32;3;1638.8067353
8127;9.1;8.0;3.30;3;1757.6136232
8129;9.0;10.0;3.30;3;1785.521869
8130;2.6;4.0;3.32;3;1776.5455201
8131;34.6;34.0;3.31;3;804.21717817
8132;34.6;35.0;3.31;3;805.77722479
8133;9.1;10.0;4.43;4;801.6925909
8134;;1.0;2.22;2;1492.5975053
8135;9.0;8.0;4.43;4;1386.0698609
8136;2.6;3.0;4.43;4;710.35673479
8137;16.0;15.0;3.30;3;1451.7269327
8138;;;;;1454.5430398
8139;3.5;3.0;4.43;4;2894.3393839
8140;3.5;3.0;4.43;4;1463.4551282
8141;;;;;1007.0677614
8142;;16.0;3.30;3;1018.3577238
8143;;;;;1018.3577238
8144;;;;;2014.8850038
8145;;;;;1763.3257136
8146;;;;;540.55818908
8147;11.5;15.0;3.30;3;822.36904248
8149;;1.0;3.30;3;823.96430068
8150;;2.0;3.30;3;692.40727387
8151;;;;;691.06672018
8152;11.5;12.0;3.32;3;1377.7946665
8153;;;;;702.74809901
8154;;0.1;1.10;1;701.64520844
8155;;;;;705.29672964
8156;;;;;1101.766779
8157;7.1;8.0;3.30;3;2231.864515
8158;11.5;15.0;3.30;3;2522.8241541
8159;21.0;20.0;3.30;3;589.62499761
8160;20.1;20.0;3.30;3;588.4834383
8161;10.4;10.0;4.43;4;1231.1602961
8162;21.0;23.0;3.32;3;565.85616837
8163;33.3;32.0;3.30;3;778.48925079
8164;33.3;30.0;3.30;3;771.84373706
8165;2.0;3.0;4.43;4;770.63240801
8166;2.0;3.0;4.43;4;776.5728784
8167;35.9;40.0;3.30;3;3921.0058214
8168;29.8;28.0;3.30;3;3928.6119159
8169;4.1;10.0;4.43;4;3922.4463652
8170;;12.0;2.22;2;1882.152481
8171;;12.0;2.23;2;1878.5084892
8172;17.5;18.0;3.30;3;1631.9942406
8173;16.0;18.0;3.30;3;1600.465267
8174;10.5;7.0;3.32;3;1613.6841735
8176;;;;;1513.1926778
8177;;2.0;3.30;3;777.79615567
8178;13.4;12.0;3.30;3;776.29028254
8179;;;;;1512.6791952
8180;;;;;1509.750532
8181;;1.0;1.10;1;2982.8299636
8182;37.9;40.0;3.30;3;853.57665635
8183;13.4;15.0;3.30;3;851.92406635
8184;;1.0;1.10;1;866.18374423
8185;;1.0;1.10;1;858.80658108
8186;25.5;26.0;3.30;3;1976.7663842
8187;13.4;14.0;3.30;3;1972.9392126
8188;;1.0;3.30;3;1998.9273738
8189;25.9;32.0;3.30;3;1382.3141448
8190;13.4;15.0;3.30;3;1379.6378784
8191;13.4;15.0;3.30;3;1397.8108922
8192;13.4;11.5;3.32;3;1406.9030948
8193;8.5;12.0;3.30;3;1790.2619553
8195;0.0;4.0;4.43;4;1781.2617766
8196;;;;;1776.8350188
8197;78.9;80.0;3.30;3;748.35442034
8199;;;;;2911.4027767
8200;9.7;8.0;3.30;3;2538.0321161
8201;;;;;2405.4436374
8202;18.1;20.0;3.30;3;2412.0168946
8203;;14.0;3.30;3;947.97372263
8204;10.4;15.0;3.30;3;946.13837266
8205;;3.0;4.43;4;946.48597576
8206;;15.0;3.30;3;3982.8116483
8207;18.1;22.0;3.30;3;3920.5590999
8208;10.1;13.0;3.32;3;3962.7888709
8209;12.3;13.0;3.30;3;2112.8942668
8210;25.0;25.0;3.30;3;2079.8690915
8211;16.6;15.0;3.30;3;760.66750354
8213;;;;;759.1947928
8214;15.9;17.0;4.43;4;771.90234928
8215;20.7;26.0;3.31;3;750.03582
8216;20.7;26.0;3.32;3;748.58369302
8217;28.0;27.0;3.30;3;2627.7932633
8218;12.3;13.0;3.30;3;591.80373418
8219;12.3;15.0;3.30;3;590.65795668
8220;;47.0;3.30;3;547.78691644
8221;32.0;47.0;3.32;3;2230.1243489
8222;7.7;8.0;3.30;3;1483.450332
8223;7.7;8.0;4.43;4;1505.3604775
8224;6.1;6.0;4.43;4;1488.8303066
8225;32.0;40.0;3.30;3;1046.5536598
8226;32.0;40.0;3.30;3;1060.339186
8227;;0.5;3.32;3;1055.0085459
8228;21.8;20.0;3.30;3;1752.5280242
8229;;;;;1755.927635
8230;6.9;5.0;4.43;4;1731.2440008
8231;6.9;5.0;4.43;4;1762.295793
8232;44.2;54.0;3.31;3;1294.1275268
8233;;25.0;3.31;3;1291.6219965
8234;44.2;54.0;3.32;3;3801.4487738
8235;39.8;45.0;3.31;3;671.04995611
8236;39.8;45.0;3.32;3;669.75075183
8237;39.8;5.0;5.50;5;1365.9735214
8238;4.6;4.0;3.30;3;1215.0780634
8239;39.5;50.0;3.31;3;1217.4351113
8240;39.5;50.0;3.32;3;1192.0559386
8241;4.6;3.0;3.30;3;1924.994338
8242;4.6;3.0;3.30;3;1928.7285046
8243;;;;;1544.679249
8244;13.1;15.0;3.32;3;1544.679249
8245;39.5;48.0;3.30;3;1601.8868368
8246;5.9;10.0;3.31;3;1604.9942289
8247;5.9;10.0;3.32;3;1602.4753562
8248;;4.0;3.30;3;2015.7314287
8250;;8.0;2.22;2;2019.6416101
8251;118.0;120.0;3.30;3;1492.1095966
8252;9.1;11.0;3.32;3;2942.2690731
8253;9.1;11.0;3.32;3;1497.5209754
8254;;130.0;6.63;6;542.26263617
8255;112.2;130.0;6.63;6;542.26263617
8256;40.4;45.0;5.58;5;1655.725619
8257;10.0;8.0;3.30;3;1004.3042443
8258;43.8;60.0;3.31;3;706.55486825
8259;2.8;1.0;3.32;3;709.81633323
8260;2.8;3.0;4.43;4;1399.6764378
8261;;;;;621.39419738
8262;40.9;45.0;3.32;3;1892.1724765
8263;;26.0;3.30;3;2055.4787758
8264;;4.0;4.43;4;2045.1452733
8265;;4.0;4.43;4;2045.1452733
