;distrteg;v1_btravdist;v1_btravmtp;mode;poids_qind1
17278;15.3;20.0;3.30;3;87.424403999
17279;26.6;25.0;3.30;3;88.426308495
17280;2.0;4.0;3.31;3;89.448696274
17281;0.0;1.0;3.32;3;72.335438582
17282;0.0;1.0;3.32;3;88.401593921
17283;11.1;10.0;3.31;3;279.76417273
17284;11.1;12.0;3.31;3;281.28373178
17285;11.1;10.0;3.32;3;457.71138654
17286;;36.0;3.30;3;131.10185578
17287;;48.0;3.30;3;131.81394486
17288;;20.0;4.43;4;416.25459462
17289;;2.0;3.30;3;90.534133322
17290;;0.5;1.10;1;91.025875922
17292;;0.5;1.10;1;148.11940817
17293;;1.0;3.30;3;107.18657826
17294;;18.0;3.30;3;107.76876981
17295;;18.0;3.30;3;108.42587287
17296;;1.0;3.30;3;124.92797724
17297;45.4;45.0;3.30;3;124.92797724
17298;;18.0;3.30;3;231.68246873
17299;;;;;234.42476023
17300;37.0;34.0;3.30;3;65.088228881
17301;32.8;33.0;3.30;3;65.858640634
17302;;4.0;3.32;3;65.089621973
17303;;4.0;3.32;3;65.08768767
17304;;;;;142.4980958
17305;;2.5;3.32;3;302.48984861
17306;;2.5;3.32;3;142.46250215
17307;28.6;40.0;6.63;6;62.278478926
17308;;;;;61.566643446
17309;;3.0;3.32;3;201.45362761
17310;9.7;10.0;3.30;3;77.078613175
17311;;;;;76.19761395
17312;;0.5;3.32;3;76.176317216
17313;;2.0;3.32;3;76.176317216
17314;;1.2;3.31;3;112.90711518
17315;27.2;35.0;3.30;3;112.29716512
17316;;1.0;3.32;3;357.5705937
17317;16.7;26.0;3.30;3;100.1526057
17318;34.7;39.0;3.30;3;99.611558414
17319;;0.5;2.20;2;384.39147253
17320;;;;;279.60128671
17321;27.2;30.0;3.31;3;166.6800515
17322;27.2;30.0;3.31;3;165.77960774
17323;27.2;30.0;3.30;3;350.3346047
17324;34.7;26.0;3.30;3;93.711582555
17325;27.2;27.0;3.30;3;92.615348197
17326;;0.7;3.32;3;98.326934615
17327;;7.0;3.32;3;92.614578097
17328;34.7;35.0;3.30;3;148.74196244
17329;27.2;30.0;3.30;3;147.00198489
17330;27.2;20.0;3.30;3;96.886052848
17331;23.3;22.0;3.30;3;97.412296352
17332;5.8;2.0;3.32;3;96.858973831
17333;35.2;35.0;3.30;3;211.40603872
17334;9.9;10.0;3.30;3;212.55430569
17335;6.5;6.0;3.32;3;163.52237595
17336;33.4;50.0;3.30;3;212.55430569
17337;40.9;40.0;3.30;3;112.94227319
17338;;1.0;3.30;3;112.3321332
17339;;1.0;3.32;3;275.67341417
17340;23.9;26.0;3.30;3;80.671486545
17341;15.0;13.0;3.33;3;81.109659476
17342;33.4;35.0;3.30;3;282.07241425
17343;20.3;23.0;3.30;3;168.6918605
17344;9.0;10.0;3.30;3;170.68856857
17345;;3.0;4.43;4;168.69045782
17346;;3.0;4.43;4;179.0950837
17347;;;;;89.084230165
17348;12.3;20.0;3.33;3;89.568097513
17349;27.3;25.0;5.58;5;94.128852714
17350;;0.0;;;115.5749136
17351;8.5;6.0;3.30;3;78.716345958
17352;27.3;35.0;3.30;3;349.43556614
17353;;;;;201.30928216
17354;9.0;10.0;3.30;3;202.40270788
17355;27.3;30.0;3.30;3;234.62976267
17356;;20.0;3.31;3;854.95760392
17357;20.1;19.0;3.31;3;854.89516676
17358;;3.0;3.32;3;854.96507654
17359;;4.0;3.32;3;854.96507654
17360;20.1;25.0;3.30;3;351.49186756
17361;;0.5;1.10;1;351.60993027
17362;19.1;20.0;5.52;5;1111.8678819
17363;;20.0;3.30;3;415.95185483
17365;;20.0;4.43;4;363.04729131
17366;19.7;24.0;3.31;3;443.45851959
17367;20.1;30.0;3.31;3;443.42613402
17368;;2.0;1.10;1;443.46239557
17369;;3.0;3.32;3;443.46239557
17370;;0.0;1.10;1;914.31557221
17371;;;;;409.19103278
17372;22.2;20.0;3.30;3;810.36755027
17373;6.7;10.0;3.30;3;473.56350312
17374;;;;;499.0517284
17375;11.7;17.0;3.30;3;403.89605891
17376;7.9;7.0;3.30;3;1459.681621
17377;26.7;30.0;3.30;3;1460.1719139
17378;;0.6;1.10;1;3671.7141537
17379;;;;;972.35458487
17380;;;;;710.50428931
17381;34.9;40.0;3.30;3;707.83988586
17382;20.3;20.0;4.43;4;785.72322776
17383;5.1;5.0;3.30;3;750.17695215
17385;24.2;25.0;3.30;3;749.9250596
17386;;;;;790.5531193
17388;17.0;20.0;5.50;5;1658.6347114
17389;22.2;30.0;3.30;3;311.40277504
17390;;;;;311.50737221
17391;17.0;17.0;5.50;5;1641.3669073
17392;;;;;534.88136138
17393;13.3;12.0;3.30;3;534.70176024
17394;;;;;1064.314638
17395;;;;;1064.672131
17396;22.2;25.0;4.43;4;1858.5147718
17397;;2.0;3.32;3;929.25738592
17399;22.4;20.0;3.31;3;301.83400714
17400;145.0;150.0;3.32;3;1265.3994544
17401;;;;;300.7047526
17402;16.5;17.0;5.52;5;505.75349788
17403;14.5;15.0;3.30;3;1046.4310454
17404;25.8;30.0;3.31;3;1046.0796774
17406;4.7;4.0;4.43;4;2034.5308253
17407;;5.0;3.32;3;1042.1659692
17408;14.5;20.0;3.33;3;647.44089708
17409;;1.0;3.30;3;316.98659102
17410;;;;;1346.7488506
17411;3.5;2.0;2.20;2;1356.959126
17412;8.7;9.0;3.30;3;623.54683078
17413;;0.8;2.20;2;1212.7424666
17414;17.4;16.0;3.30;3;662.96788231
17415;8.7;11.0;3.31;3;663.19056679
17416;;0.0;;;1157.6798425
17417;;3.0;3.31;3;1165.4103226
17418;;3.0;3.30;3;1165.0190041
17419;;6.0;4.43;4;3398.7856666
17420;;3.0;4.43;4;1160.660307
17421;9.7;0.0;2.22;2;735.22485044
17423;3.5;0.6;3.30;3;310.18075966
17424;9.7;10.0;3.30;3;1326.3809637
17425;;;;;1325.9355948
17426;;3.0;2.22;2;1157.6796942
17428;4.7;5.0;5.53;5;1111.7621862
17429;;16.0;3.30;3;409.04241644
17430;;;;;408.9050692
17431;9.4;9.0;4.43;4;685.71233089
17432;;;;;359.14622231
17433;21.7;22.0;4.43;4;313.57200942
17434;29.0;32.0;3.30;3;399.41021617
17435;;10.0;3.30;3;400.94293001
17436;;;;;399.44301802
17437;;;;;456.94550487
17438;;;;;456.79207285
17439;16.4;14.0;5.58;5;1196.4809813
17440;;;;;455.08307217
17441;;;;;914.44341773
17442;;;;;914.1363682
17443;;0.5;1.10;1;2009.3080538
17444;;;;;435.05830033
17445;;;;;434.91221753
17446;10.0;10.0;5.50;5;379.72360421
17447;12.6;18.0;3.30;3;729.38432458
17448;;0.1;1.10;1;729.39095481
17449;;;;;729.39069965
17450;12.6;15.0;3.30;3;343.74747366
17451;5.1;4.0;3.30;3;343.63205099
17452;;6.0;3.30;3;362.24871582
17453;6.2;7.0;4.43;4;576.2529066
17454;12.6;20.0;3.30;3;683.72957205
17455;6.2;8.0;3.30;3;464.32792934
17456;12.6;23.0;3.30;3;464.48389259
17457;12.6;10.0;4.43;4;389.32677865
17458;15.4;14.0;3.30;3;888.56251791
17459;15.4;14.0;3.31;3;892.20676834
17460;;2.0;3.32;3;867.3396019
17461;;2.0;3.32;3;888.57059509
17462;8.0;11.0;3.30;3;330.22993469
17463;19.7;25.0;3.31;3;625.74895845
17464;14.2;15.0;3.31;3;625.70326029
17465;;3.0;3.32;3;625.75464661
17466;15.7;24.0;3.32;3;625.75464661
17467;15.4;18.0;3.30;3;687.48471535
17468;15.4;15.0;3.31;3;687.43450865
17469;;0.7;3.32;3;687.4907242
17470;18.9;25.0;3.30;3;1017.753625
17471;15.4;20.0;3.31;3;1021.9277253
17472;;3.0;3.32;3;1017.7628766
17474;18.4;16.0;3.30;3;385.84799239
17475;15.4;18.0;3.30;3;385.97759499
17476;;1.0;3.32;3;848.10921614
17477;;1.0;3.32;3;384.4044155
17478;16.5;15.0;3.30;3;639.33324106
17479;19.6;20.0;3.30;3;639.37993468
17480;16.5;20.0;3.30;3;398.24191564
17481;9.1;15.0;3.31;3;398.37568124
17482;4.9;5.0;4.43;4;667.83078226
17483;16.5;15.0;3.30;3;398.37568124
17484;;;;;398.24191564
17485;4.9;3.5;2.20;2;695.41323265
17486;;3.5;3.30;3;297.87426355
17487;54.6;65.0;3.30;3;435.92019823
17488;14.2;20.0;3.31;3;436.06661959
17490;2.8;3.5;3.32;3;847.82555269
17491;18.2;30.0;3.30;3;1275.8213426
17492;18.2;26.0;3.30;3;1276.2498786
17493;18.2;25.0;3.30;3;1344.9404433
17495;6.0;5.0;3.31;3;958.00327932
17496;6.0;5.0;3.32;3;954.34105018
17497;6.0;7.0;4.43;4;3178.2725601
17498;17.8;25.0;3.32;3;328.59669648
17499;17.8;25.0;3.31;3;328.4863611
17500;14.6;10.0;3.31;3;446.9448773
17501;17.8;20.0;3.30;3;447.09500175
17502;14.6;16.0;3.32;3;434.63378063
17503;;15.0;3.30;3;616.33451294
17504;4.4;4.0;3.30;3;613.97840596
17505;4.4;5.0;3.32;3;599.35757875
17506;4.4;5.0;3.32;3;614.02882937
17507;6.7;13.0;3.30;3;1188.2506596
17508;6.7;8.0;3.30;3;1183.7082469
17509;6.7;10.0;3.32;3;1155.5202951
17510;6.7;10.0;3.32;3;1183.8054598
17511;;7.0;3.30;3;701.51279972
17512;;1.0;2.20;2;770.97650164
17513;;1.0;2.20;2;445.49631121
17514;6.7;7.0;3.30;3;386.24067576
17515;5.0;6.0;4.43;4;386.24405163
17516;5.0;6.0;4.43;4;386.24418675
17517;;;;;386.24418675
17518;;1.0;3.30;3;593.0046021
17519;12.0;15.0;3.30;3;561.47002136
17521;;1.0;3.30;3;600.52060296
17522;;;;;516.68798423
17523;;;;;770.64754603
17524;;;;;767.70153534
17525;4.1;6.0;4.43;4;846.95696112
17526;2.1;3.0;4.43;4;767.76458337
17527;9.3;10.0;3.30;3;304.8686973
17528;;;;;652.14500137
17529;;;;;405.63867232
17530;9.3;9.0;3.31;3;405.60904871
17531;4.9;3.0;4.43;4;447.48302757
17532;9.3;8.0;3.32;3;405.64235964
17533;10.8;12.0;3.30;3;2598.2475349
17534;48.8;50.0;3.30;3;2598.4372976
17535;;1.0;3.32;3;2598.4609178
17536;22.8;25.0;3.30;3;1103.3217102
17537;18.0;25.0;3.30;3;1103.6923052
17539;;1.0;2.20;2;2326.7451041
17540;18.0;24.0;3.30;3;1593.8816809
17541;19.3;20.0;3.30;3;1617.6705484
17542;;0.8;3.30;3;2286.9108822
17543;;0.0;1.10;1;1340.1802955
17544;18.0;20.0;3.31;3;785.08130548
17545;7.8;9.0;3.32;3;784.81769283
17546;20.5;22.0;3.30;3;1646.0144376
17547;28.8;25.0;3.30;3;1646.134654
17548;;1.0;3.32;3;1646.1496177
17549;;1.0;3.32;3;1646.1496177
17550;38.7;46.0;3.31;3;992.12183413
17551;;1.5;3.30;3;1779.8099772
17552;37.8;40.0;3.30;3;935.73433204
17553;5.2;10.0;3.30;3;959.97856023
17554;5.2;10.0;3.30;3;959.65622101
17555;;0.5;3.30;3;3097.3525468
17556;;0.5;3.30;3;3096.3125255
17557;;4.0;3.32;3;6529.6730257
17558;;1.5;3.30;3;1316.9485389
17559;;;;;1316.5063372
17560;;2.0;2.20;2;2776.3204932
17561;25.9;25.0;3.30;3;3077.9155676
17562;;1.5;3.31;3;2198.352124
17563;;1.0;3.31;3;2198.1915793
17564;;1.0;3.32;3;2425.1269201
17565;;1.0;3.32;3;2198.3713383
17566;;18.0;3.31;3;829.07550588
17567;;26.0;3.30;3;828.79712096
17568;;1.0;2.20;2;723.62609567
17569;41.2;40.0;3.30;3;675.2539809
17570;;1.5;3.30;3;675.0272458
17572;;1.0;3.32;3;1768.1069999
17573;;2.0;1.10;1;711.59762959
17575;;5.0;3.30;3;1243.3762425
17576;17.3;10.0;3.30;3;1242.9587448
17577;;5.0;3.31;3;1686.8434318
17578;;4.0;3.32;3;1853.2519494
17579;;0.8;3.30;3;825.02036667
17581;;3.0;3.30;3;824.74334338
17582;;2.4;3.30;3;778.37589839
17583;23.4;26.0;3.30;3;778.6373473
17584;12.4;15.0;3.30;3;667.75790297
17585;;5.0;3.31;3;675.6617674
17586;;2.0;3.32;3;667.77219509
17587;;;;;667.77219509
17588;6.2;5.0;2.20;2;329.80766246
17589;;2.0;3.32;3;329.81472138
17590;;;;;329.81472138
17591;;5.0;3.30;3;894.4567272
17592;;;;;894.44928976
17593;;;;;217.04983396
17594;12.4;14.0;3.30;3;252.97567248
17595;;24.0;5.53;5;252.97567248
17596;;;;;1399.2533951
17597;3.8;3.0;3.30;3;726.78067774
17598;;1.0;2.20;2;1269.1102586
17599;;;;;1843.5402965
17600;;;;;1843.4056636
17601;;0.5;3.32;3;2033.713868
17602;;0.5;3.32;3;1843.5570545
17603;;;;;1856.1792856
17604;23.0;25.0;3.30;3;1855.5560223
17605;6.1;4.0;4.43;4;3111.6700207
17606;;2.0;3.32;3;1848.614459
17607;23.0;24.0;3.30;3;798.53751467
17608;23.0;24.0;3.30;3;798.26938373
17609;;;;;751.16120158
17610;23.0;35.0;3.30;3;751.10634462
17611;23.0;25.0;3.31;3;842.05342679
17612;24.8;31.0;3.31;3;841.77068418
17613;;4.0;3.32;3;1850.2454055
17614;;4.0;3.32;3;838.62165261
17615;28.0;31.0;3.30;3;756.10746895
17616;7.8;2.0;3.30;3;756.36143811
17617;17.3;17.0;3.30;3;1512.2150347
17618;;1.0;3.32;3;1692.3455953
17619;;4.0;3.33;3;612.05133509
17620;;4.0;3.31;3;611.84582202
17621;8.6;8.0;4.43;4;1935.440848
17622;26.2;26.0;3.30;3;846.64955318
17623;;1.0;3.30;3;729.61050699
17624;;;;;729.36552019
17625;;;;;768.879743
17626;21.7;30.0;5.58;5;656.59655264
17627;18.6;20.0;3.30;3;1586.7150496
17628;;1.0;3.32;3;3487.6627155
17629;;;;;1580.778657
17630;;;;;1580.778657
17631;21.7;23.0;3.31;3;898.91842847
17632;21.7;23.0;3.31;3;895.4820673
17633;;4.0;3.32;3;1748.3154406
17634;;12.0;3.33;3;541.63610761
17635;13.8;12.0;3.30;3;538.71006548
17636;;20.0;3.30;3;627.87673504
17637;;29.0;4.43;4;570.14331486
17638;;17.0;3.30;3;227.13784752
17639;13.8;15.0;3.30;3;228.37156293
17640;;;;;240.00010951
17641;7.1;6.0;4.43;4;240.3911373
17642;7.1;5.0;3.30;3;176.13471058
17643;17.1;29.0;3.30;3;372.68367505
17644;;;;;218.03595848
17645;;;;;219.22023633
17646;17.1;20.0;3.31;3;236.80759924
17647;17.8;18.0;3.31;3;238.09383659
17648;17.1;18.0;5.52;5;250.21743566
17649;;27.0;3.30;3;352.26944373
17650;;;;;354.18282033
17651;27.1;30.0;3.30;3;548.54690646
17652;24.1;40.0;3.31;3;555.0397392
17653;;5.0;3.32;3;448.8499513
17654;;5.0;3.32;3;548.54234527
17655;23.5;25.0;3.30;3;775.62066819
17656;24.1;30.0;3.30;3;784.80124184
17657;;5.0;3.32;3;775.63726891
17658;15.6;15.0;3.30;3;740.95361832
17659;10.0;12.0;3.33;3;173.91959048
17660;;1.0;3.30;3;172.98003708
17661;61.8;80.0;3.30;3;182.77547443
17662;28.1;35.0;3.30;3;328.00013372
17663;24.1;1.0;1.10;1;346.57398082
17664;28.1;40.0;3.30;3;178.97370969
17665;;;;;179.94581815
17666;39.0;35.0;3.30;3;208.59723198
17667;;10.0;3.30;3;192.17624692
17668;15.6;14.0;3.30;3;189.28470452
17669;18.7;24.0;3.33;3;190.31281789
17670;20.9;20.0;5.52;5;439.23463306
17671;24.1;26.0;3.30;3;327.20618677
17672;28.1;30.0;3.30;3;331.07913732
17673;;10.0;3.30;3;2390.6999153
17674;;38.0;3.30;3;2519.3726226
17676;;5.0;4.40;4;2601.9331759
17677;29.2;32.0;3.30;3;851.80928287
17678;29.2;32.0;3.30;3;851.52326446
17679;;0.6;1.10;1;713.97990202
17680;;3.6;3.31;3;614.52925155
17681;;3.6;3.32;3;614.73566596
17682;;0.5;3.30;3;1238.5323761
17683;;5.0;3.30;3;1238.1165048
17684;;8.0;4.43;4;1305.5038659
17685;4.9;5.0;3.31;3;968.73121917
17686;;0.5;1.10;1;968.40594101
17687;;0.3;3.32;3;964.78283434
17688;4.9;4.0;3.30;3;664.57532675
17689;4.9;8.0;3.30;3;664.3521773
17690;;0.5;2.22;2;3653.683543
17691;28.4;30.0;3.30;3;2362.9780032
17692;;1.0;2.20;2;2372.6692556
17693;;0.5;1.10;1;5213.4701304
17694;;0.5;1.10;1;2362.9986564
17695;;;;;979.43276895
17696;;;;;979.76175092
17697;28.4;33.0;3.32;3;1083.1223515
17698;;;;;1947.9605241
17699;6.1;1.5;2.20;2;1948.6148251
17700;;22.0;4.43;4;1700.7721587
17701;;4.5;3.32;3;1940.6726002
17702;28.4;30.0;3.30;3;827.16973719
17703;19.5;20.0;3.30;3;827.44757547
17704;;1.0;2.20;2;1338.081955
17705;8.6;9.0;3.30;3;1337.6326572
17706;;15.0;5.52;5;1167.8924464
17707;;1.0;3.30;3;3158.7510604
17708;11.3;12.0;3.30;3;1460.7096959
17709;10.7;10.0;3.30;3;1141.6242873
17710;11.3;10.0;3.30;3;1141.2409556
17711;;3.0;3.32;3;2219.6109467
17712;56.6;55.0;3.31;3;484.66763336
17713;7.6;7.0;3.30;3;490.40436407
17714;6.4;5.0;3.32;3;484.66360333
17715;24.9;31.0;3.30;3;150.85425972
17716;56.6;10.0;3.32;3;160.11400689
17717;;10.0;3.30;3;852.30310095
17718;;2.5;2.20;2;820.71148577
17719;11.0;8.0;3.30;3;776.51668014
17720;;1.0;3.32;3;776.51022337
17721;;20.0;3.31;3;437.12296639
17722;9.9;10.0;3.31;3;783.2951323
17723;;2.0;3.33;3;778.85232587
17724;;3.0;4.43;4;1274.5959349
17725;9.9;15.0;3.32;3;778.84584968
17726;19.8;22.0;3.30;3;238.12968846
17727;8.5;8.0;3.30;3;236.84325742
17728;8.5;10.0;4.43;4;366.39608232
17729;;0.5;1.10;1;1886.8727359
17730;3.9;4.5;3.30;3;1887.5065182
17731;30.0;30.0;3.30;3;2040.9491848
17732;;0.1;1.10;1;782.60991456
17733;;0.5;1.10;1;782.34713175
17734;17.2;18.0;3.30;3;851.13683676
17735;10.7;10.0;3.30;3;838.62033177
17736;;5.5;3.31;3;1636.6999729
17737;;4.0;3.32;3;3450.4033696
17738;;1.0;3.30;3;819.95245236
17739;;1.0;1.10;1;820.22786644
17740;;5.0;3.30;3;1185.5082017
17741;21.9;20.0;3.31;3;874.17105202
17742;21.9;20.0;3.31;3;938.80476217
17743;21.9;20.0;3.32;3;874.17869257
17744;;16.0;3.30;3;1018.8440952
17745;8.8;8.0;3.30;3;1018.5019902
17746;;2.0;3.30;3;2514.3726236
17747;21.4;20.0;3.30;3;2513.5283538
17748;;8.0;3.30;3;2649.701667
17749;;1.0;3.30;3;1145.1712039
17750;;1.0;3.30;3;1144.7866812
17751;;2.0;3.32;3;2226.507064
17752;20.9;25.0;3.31;3;2117.3727521
17753;54.7;50.0;3.30;3;2118.083957
17754;;1.0;3.32;3;6981.1041411
17755;20.9;25.0;3.30;3;780.42815167
17756;;1.0;1.10;1;780.69028991
17757;20.9;20.0;3.30;3;682.41704551
17758;;;;;884.44251168
17759;;1.0;1.10;1;2580.2416279
17760;20.1;22.0;3.30;3;2053.6910764
17761;;2.0;3.32;3;2053.7090264
17762;;2.0;3.32;3;2053.7097448
17763;0.0;1.0;3.30;3;772.73309389
17764;28.9;34.0;3.31;3;772.47362749
17765;7.9;8.0;3.30;3;5551.4217602
17766;;17.0;3.31;3;1258.9921383
17767;28.9;35.0;3.31;3;1258.5693971
17768;0.0;3.0;3.32;3;1223.902103
17769;0.0;4.0;3.32;3;1253.860699
17770;0.0;2.0;3.30;3;1826.8416545
17771;21.3;21.0;3.30;3;879.70149299
17772;21.3;18.0;3.30;3;879.99697618
17773;21.3;30.0;3.30;3;941.20130129
17774;;3.0;1.10;1;1915.6846495
17776;;;;;1887.5132963
17777;;1.0;3.30;3;1176.5668691
17778;;1.4;3.30;3;1176.9620665
17779;;1.0;3.30;3;1782.3915638
17780;;;;;1775.5778853
17781;;0.3;1.10;1;1958.8837338
17782;;0.35;1.10;1;1775.7237059
17783;;3.0;3.31;3;3088.2508663
17784;;1.0;3.30;3;795.70310738
17785;;0.2;1.10;1;795.76845506
17786;;4.0;3.30;3;1346.1344521
17787;;0.8;3.30;3;1346.5866056
17788;;4.0;3.30;3;1419.062847
17789;;3.0;3.30;3;2032.6979738
17791;;1.0;1.10;1;7904.1742964
17792;;;;;1351.7814045
17793;;2.0;1.10;1;1352.2354547
17794;;5.5;3.31;3;2494.129412
17795;;1.0;1.10;1;2484.7981011
17796;;;;;2484.7981011
17797;;4.0;3.30;3;829.43652123
17798;;;;;829.71512091
17799;15.3;20.0;3.30;3;1439.2680263
17800;19.3;25.0;3.30;3;1439.7514625
17801;;3.5;4.43;4;3620.3653639
17802;;6.0;3.30;3;1539.7575028
17803;;6.0;3.30;3;1539.645055
17804;;6.5;3.32;3;1539.7714995
17805;;6.5;3.32;3;1539.7714995
17806;;;;;2456.5739488
17807;;1.0;3.32;3;2447.3840006
17808;;1.0;1.10;1;2490.1295193
17809;;;;;2559.8050474
17810;;3.0;2.22;2;2738.7606602
17812;;3.0;3.30;3;925.06015864
17813;54.2;50.0;5.58;5;1949.6978462
17814;;1.5;3.30;3;1210.2167259
17815;;38.0;3.30;3;1210.6232259
17816;;;;;1462.5502111
17817;;;;;1463.0414675
17818;;5.0;3.30;3;1541.7855647
17819;40.7;40.0;4.43;4;1564.7968917
17820;6.1;10.0;3.30;3;724.31200565
17821;;2.0;3.30;3;724.55529503
17822;15.3;15.0;3.30;3;774.94855664
17823;40.7;50.0;3.32;3;632.39972176
17824;;6.0;3.30;3;2432.2982882
17825;43.4;43.0;3.30;3;865.95009008
17826;;8.0;3.30;3;866.24095432
17827;;60.0;3.32;3;957.62560494
17828;;;;;4043.1007018
17829;0.0;5.0;3.32;3;3388.8954969
17830;0.0;3.0;3.30;3;1230.0853278
17831;0.0;3.0;3.31;3;1230.4985015
17832;0.0;2.0;3.32;3;2392.4052548
17833;;;;;2290.397782
17834;;;;;1826.8416545
17835;0.0;1.0;2.20;2;1419.5277568
17837;13.9;13.0;3.30;3;1213.0284766
17838;6.3;7.0;3.30;3;904.31458337
17839;;;;;904.61833387
17840;17.2;30.0;4.43;4;1579.1213909
17841;;1.0;3.30;3;640.25297911
17842;;;;;329.97268162
17843;;4.0;3.30;3;331.76495177
17844;;4.0;4.43;4;1273.3330047
17845;;3.2;3.30;3;161.11749016
17846;27.8;40.0;5.58;5;243.14644665
17847;;1.0;2.20;2;305.98677363
17848;;0.5;1.10;1;220.87791455
17849;4.5;5.0;4.43;4;70.696220527
17850;4.5;7.0;3.30;3;105.5592173
17851;;2.0;2.20;2;106.13256972
17852;;30.0;4.41;4;172.70136931
17853;;2.0;3.32;3;105.52971419
17854;29.5;35.0;3.30;3;183.10194185
17855;2.3;4.4;3.30;3;184.09647311
17856;;0.3;1.10;1;299.56603402
17857;;10.0;3.30;3;64.133415115
17858;;10.0;3.30;3;64.481760332
17859;25.5;25.0;6.69;6;135.5302678
17860;;3.0;3.30;3;1387.7646314
17861;31.4;35.0;3.30;3;1387.6632836
17862;;1.0;3.32;3;1387.7767609
17863;12.1;10.0;3.32;3;947.20117015
17864;25.5;35.0;3.30;3;947.13199649
17865;;15.0;3.30;3;1462.2781873
17866;7.0;7.0;3.30;3;2059.3835755
17867;31.3;40.0;3.30;3;2060.0753024
17868;;5.0;4.43;4;4526.6069135
17869;;5.0;4.43;4;2051.6795012
17870;;3.0;3.30;3;2289.573509
17871;18.1;14.0;3.30;3;2290.3425546
17872;3.8;15.0;4.43;4;4828.3777103
17873;;0.0;1.10;1;1510.4612111
17874;76.9;2.0;3.30;3;1510.9685604
17875;;0.0;1.10;1;3185.3431284
17876;15.9;17.0;3.30;3;1782.5801206
17877;;;;;1907.2000475
17878;;;;;891.29000323
17879;;5.0;3.30;3;891.5893789
17880;47.9;45.0;3.30;3;953.59996267
17881;;6.0;3.30;3;2439.8495147
17883;;3.0;1.10;1;2571.1675611
17884;;;;;2383.5174637
17885;;5.0;3.30;3;2382.7171322
17886;;4.0;2.20;2;6241.0796991
17887;24.6;28.0;3.30;3;3895.044251
17888;;0.5;1.10;1;3403.6622249
17889;;3.0;2.22;2;2970.7533142
17890;;4.0;3.30;3;635.21698866
17891;;4.0;3.30;3;635.43035189
17892;;4.0;3.30;3;3427.8066174
17893;;3.5;3.30;3;1792.1251101
17894;;2.0;3.30;3;696.21741619
17895;;;;;696.45126887
17896;;;;;2007.2553196
17897;50.6;50.0;3.30;3;1112.4758674
17898;;2.0;3.31;3;1112.8495373
17899;;0.5;5.50;5;1865.5636175
17900;6.7;7.0;3.31;3;1066.988027
17902;;7.0;3.31;3;1066.9101054
17903;;2.0;3.32;3;1066.9977261
17904;3.7;6.0;3.32;3;1066.9977261
17905;3.7;6.0;3.30;3;1196.4068345
17906;;5.0;3.30;3;2203.711954
17907;;3.0;3.30;3;1884.9283407
17908;6.2;4.0;3.30;3;3687.7473862
17909;;2.5;3.32;3;3599.6671989
17910;;70.0;3.30;3;1444.9719466
17911;;1.0;3.31;3;1445.4572987
17912;;1.0;3.32;3;1405.1701943
17913;;1.0;3.32;3;1439.5658589
17914;;5.0;3.30;3;3096.2129855
17915;;6.0;5.50;5;1809.7580887
17916;;2.0;3.31;3;2997.4985781
17917;;2.0;3.31;3;3009.7921818
17918;;2.0;3.32;3;2997.5247772
17920;;5.0;3.30;3;1150.5391955
17921;4.3;3.0;3.30;3;1150.9256504
17922;70.2;70.0;6.61;6;2425.741981
17923;;7.0;3.30;3;1467.854506
17924;3.9;3.0;3.31;3;3572.7348585
17925;;0.5;3.32;3;7850.3762904
17926;;;;;3558.1729947
17927;3.9;1.2;1.10;1;1648.5818789
17928;;3.0;3.30;3;1215.1229671
17929;;;;;1215.5311151
17930;3.9;6.0;3.31;3;3191.193559
17931;;17.0;3.30;3;3203.4395816
17932;3.9;6.0;3.32;3;3191.4545216
17934;0.0;0.6;1.10;1;4160.2386018
17935;0.0;3.0;3.30;3;2868.9063269
17936;0.0;4.5;3.30;3;952.05579989
17937;0.0;4.0;3.30;3;951.73612096
17938;0.0;1.0;1.10;1;3267.3812957
17939;0.0;1.0;1.11;1;3347.3600425
17940;0.0;5.0;3.33;3;1280.8158019
17941;0.0;3.0;5.50;5;3011.2735597
17942;15.5;10.0;3.30;3;105.08834572
17943;;;;;375.50220455
17944;15.5;10.0;3.31;3;377.54177155
17945;;2.0;3.32;3;797.10261648
17946;19.3;20.0;3.30;3;420.53163839
17947;6.0;7.0;3.30;3;422.81578597
17948;;5.0;4.43;4;650.56166882
17949;;4.0;3.30;3;115.72549133
17950;19.3;15.0;3.30;3;115.10031576
17951;6.2;5.0;3.30;3;290.78813493
17952;9.5;4.0;3.30;3;276.20762078
17953;3.7;3.0;3.32;3;290.79199782
17954;9.5;13.0;3.30;3;195.92367765
17955;53.0;50.0;5.58;5;197.42314523
17956;44.6;0.5;1.10;1;408.66944852
17957;12.6;15.0;3.30;3;204.24247847
17958;6.2;8.0;3.30;3;205.79349346
17959;6.2;8.0;3.30;3;223.93965173
17960;70.5;70.0;3.30;3;406.31867333
17961;19.6;15.0;3.32;3;427.76752095
17962;;;;;427.7732035
17963;12.1;17.0;3.31;3;265.39655744
17964;12.1;6.0;3.30;3;252.08921165
17965;;1.0;3.32;3;265.40008302
17966;6.6;10.0;3.30;3;290.28084288
17967;3.3;6.0;4.43;4;376.60069885
17968;0.0;2.0;3.30;3;340.764618
17970;0.0;6.0;3.30;3;343.37260037
